row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Dự án Nhà máy điện khí Nhơn Trạch 3 và Nhơn Trạch 4 (i),a. Dự án Nhà máy điện khí Nhơn Trạch 3 và Nhơn Trạch 4 (i),a. Dự án Nhà máy điện khí Nhơn Trạch 3 và Nhơn Trạch 4 (i),6.875.891.117.545,4.216.662.554.974,6875891117545.0,4216662554974.0
Ngân hàng Sumitomo Mitsui Singapore,Ngân hàng Sumitomo Mitsui Singapore,Ngân hàng Sumitomo Mitsui Singapore,4.847.167.482.843,2.361.838.380.417,4847167482843.0,2361838380417.0
Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,2.028.723.634.702,1.854.824.174.557,2028723634702.0,1854824174557.0
b. Dự án trụ sở làm việc của Tổng Công ty (ii),b. Dự án trụ sở làm việc của Tổng Công ty (ii),b. Dự án trụ sở làm việc của Tổng Công ty (ii),429.500.210.058,370.791.073.972,429500210058.0,370791073972.0
Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,429.500.210.058,370.791.073.972,429500210058.0,370791073972.0
c. Vay để trả Tập đoàn Đầu khí Việt Nam liên quan đến nhận chuyển giao Nhà máy Nhiệt điện Vũng Áng 1,c. Vay để trả Tập đoàn Đầu khí Việt Nam liên quan đến nhận chuyển giao Nhà máy Nhiệt điện Vũng Áng 1,c. Vay để trả Tập đoàn Đầu khí Việt Nam liên quan đến nhận chuyển giao Nhà máy Nhiệt điện Vũng Áng 1,1.051.244.790.038,1.394.009.427.751,1051244790038.0,1394009427751.0
Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,679.432.826.086,849.291.026.086,679432826086.0,849291026086.0
Ngân hàng TMCP Sài Gòn - Hà Nội,Ngân hàng TMCP Sài Gòn - Hà Nội,Ngân hàng TMCP Sài Gòn - Hà Nội,290.261.091.185,362.826.363.981,290261091185.0,362826363981.0
Ngân hàng HSBC USA New York,Ngân hàng HSBC USA New York,Ngân hàng HSBC USA New York,81.550.872.767,181.892.037.684,81550872767.0,181892037684.0
d. Dự án Năng công suất Nhà máy điện Nhơn Trạch 1,d. Dự án Năng công suất Nhà máy điện Nhơn Trạch 1,d. Dự án Năng công suất Nhà máy điện Nhơn Trạch 1,-,6.416.034.178,,6416034178.0
Ngân hàng TMCP Sài Gòn - Hà Nội,Ngân hàng TMCP Sài Gòn - Hà Nội,Ngân hàng TMCP Sài Gòn - Hà Nội,-,6.416.034.178,,6416034178.0
,,,8.356.636.117.641,5.987.879.090.875,8356636117641.0,5987879090875.0
