row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,28,22.894.712.009.035,20.583.869.036.725,,1.0,28.0,22894712009035.0,20583869036725.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,22.894.712.009.035,20.583.869.036.725,,10.0,,22894712009035.0,20583869036725.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,29,21.607.059.926.040,19.120.605.544.614,,11.0,29.0,21607059926040.0,19120605544614.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.287.652.082.995,1.463.263.492.111,,20.0,,1287652082995.0,1463263492111.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,31,749.402.011.662,1.119.547.997.962,,21.0,31.0,749402011662.0,1119547997962.0
6.,6.,6.,Chi phí tài chính,22,32,472.200.953.405,370.158.264.219,,22.0,32.0,472200953405.0,370158264219.0
,,,- Trong đó: Chi phí lãi vay,23,,240.041.617.242,354.582.828.380,,23.0,,240041617242.0,354582828380.0
7.,7.,7.,Chi phí quản lý doanh nghiệp,26,33,664.206.170.393,1.070.930.031.924,,26.0,33.0,664206170393.0,1070930031924.0
8.,8.,8.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-26),30,,900.646.970.859,1.141.723.193.930,,30.0,,900646970859.0,1141723193930.0
9.,9.,9.,Thu nhập khác,31,34,1.125.223.803.023,159.338.658.196,,31.0,34.0,1125223803023.0,159338658196.0
10.,10.,10.,Chi phí khác,32,34,695.985.585.873,5.910.231.095,,32.0,34.0,695985585873.0,5910231095.0
11.,11.,11.,Lợi nhuận khác (40=31-32),40,34,429.238.217.150,153.428.427.101,,40.0,34.0,429238217150.0,153428427101.0
12.,12.,12.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.329.885.188.009,1.295.151.621.031,,50.0,,1329885188009.0,1295151621031.0
13.,13.,13.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,35,122.712.511.618,171.397.040.386,,51.0,35.0,122712511618.0,171397040386.0
14.,14.,14.,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,35,,(76.335.415.657),,52.0,35.0,,-76335415657.0
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.207.172.676.391,1.200.089.996.302,,60.0,,1207172676391.0,1200089996302.0
