row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,Nợ PHẢI TRẢ,300,,38.419.048.076.311,30.136.862.980.367,,300.0,,38419048076311.0,30136862980367.0
I.,I.,I.,Nợ ngắn hạn,310,,28.284.447.511.428,22.220.406.460.245,,310.0,,28284447511428.0,22220406460245.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,17,13.255.540.481.809,14.221.234.059.880,,311.0,17.0,13255540481809.0,14221234059880.0
2.,2.,2.,Người mua trả tiên trước ngắn hạn,312,18,85.950.238.684,3.000.000,,312.0,18.0,85950238684.0,3000000.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,19,11.523.394.632,86.773.182.806,,313.0,19.0,11523394632.0,86773182806.0
4.,4.,4.,Phải trả người lao động,314,,247.844.404.243,198.307.931.710,,314.0,,247844404243.0,198307931710.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,20,372.800.124.347,252.191.793.057,,315.0,20.0,372800124347.0,252191793057.0
6.,6.,6.,Phải trả ngắn hạn khác,319,21,1.440.736.787.986,2.669.192.057.002,,319.0,21.0,1440736787986.0,2669192057002.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,22,12.192.923.664.847,4.007.250.002.308,,320.0,22.0,12192923664847.0,4007250002308.0
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,24,553.193.180.684,717.763.186.091,,321.0,24.0,553193180684.0,717763186091.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,123.935.234.196,67.691.247.391,,322.0,,123935234196.0,67691247391.0
II.,II.,II.,Nợ dài hạn,330,,10.134.600.564.883,7.916.456.520.122,,330.0,,10134600564883.0,7916456520122.0
1.,1.,1.,Phải trả dài hạn khác,337,,28.155.441,28.155.441,,337.0,,28155441.0,28155441.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,22,7.513.760.079.014,5.634.916.546.107,,338.0,22.0,7513760079014.0,5634916546107.0
3.,3.,3.,Dự phòng phải trả dài hạn,342,24,2.506.592.715.754,2.163.968.976.771,,342.0,24.0,2506592715754.0,2163968976771.0
4.,4.,4.,Quỹ phát triển khoa học và công nghệ,343,,114.219.614.674,117.542.841.803,,343.0,,114219614674.0,117542841803.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,29.721.094.883.244,28.971.028.912.485,,400.0,,29721094883244.0,28971028912485.0
I.,I.,I.,Vốn chủ sở hữu,410,25,29.721.094.883.244,28.971.028.912.485,,410.0,25.0,29721094883244.0,28971028912485.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,23.418.716.000.000,23.418.716.000.000,,411.0,,23418716000000.0,23418716000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,23.418.716.000.000,23.418.716.000.000,,,,23418716000000.0,23418716000000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,4.144.286.326.882,3.784.259.327.991,,418.0,,4144286326882.0,3784259327991.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,2.158.092.556.362,1.768.053.584.494,,421.0,,2158092556362.0,1768053584494.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,950.919.879.971,567.963.588.192,,,,950919879971.0,567963588192.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,1.207.172.676.391,1.200.089.996.302,,,,1207172676391.0,1200089996302.0
