row_label_raw,row_label_full,Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > Công ty Mua bán Điện- Tập đoàn Điện lực Việt Nam,Số cuối năm > Giá gốc > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 500.708.274.832,Số cuối năm > Dự phòng > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 445.774.558.704,Số cuối năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 54.933.716.128,Số cuối năm > Giá gốc > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 571.969.876.546,Số cuối năm > Dự phòng > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 457.063.467.644,Số đầu năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 114.906.408.902,numeric__Số cuối năm > Giá gốc > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 500.708.274.832,numeric__Số cuối năm > Dự phòng > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 445.774.558.704,numeric__Số cuối năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 54.933.716.128,numeric__Số cuối năm > Giá gốc > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 571.969.876.546,numeric__Số cuối năm > Dự phòng > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 457.063.467.644,numeric__Số đầu năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quá hạn thanh toán hoặc khó có khả năng thu hồi > 114.906.408.902
Ban Quản lý Dự án Điện lực Dầu khí Vũng Áng - Quảng Trạch,Ban Quản lý Dự án Điện lực Dầu khí Vũng Áng - Quảng Trạch,Ban Quản lý Dự án Điện lực Dầu khí Vũng Áng - Quảng Trạch,14.000.000.000,14.000.000.000,-,19.494.009.530,19.494.009.530,-,14000000000.0,14000000000.0,,19494009530.0,19494009530.0,
Công ty Cổ phần Tư vấn Dự án Điện lực Dầu khí,Công ty Cổ phần Tư vấn Dự án Điện lực Dầu khí,Công ty Cổ phần Tư vấn Dự án Điện lực Dầu khí,4.527.441.404,4.527.441.404,-,7.860.374.881,7.860.374.881,-,4527441404.0,4527441404.0,,7860374881.0,7860374881.0,
Trường Cao đẳng Dầu khí,Trường Cao đẳng Dầu khí,Trường Cao đẳng Dầu khí,4.563.397.000,2.281.698.500,2.281.698.500,-,-,-,4563397000.0,2281698500.0,2281698500.0,,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,845.101.105,845.101.105,-,1.602.944.864,1.602.944.864,-,845101105.0,845101105.0,,1602944864.0,1602944864.0,
,,,524.644.214.341,467.428.799.713,57.215.414.628,600.927.205.821,486.020.796.919,114.906.408.902,524644214341.0,467428799713.0,57215414628.0,600927205821.0,486020796919.0,114906408902.0
