row_label_raw,row_label_full,col_0,col_1,01/01/2022 > Giá trị,01/01/2022 > Số có khả năng trả nợ,Trong kỳ > Tăng,Trong kỳ > Giảm,Trong kỳ > Giảm từ hợp nhất kinh doanh,31/12/2022 > Giá trị,31/12/2022 > Số có khả năng trả nợ,numeric__col_1,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Số có khả năng trả nợ,numeric__Trong kỳ > Tăng,numeric__Trong kỳ > Giảm,numeric__Trong kỳ > Giảm từ hợp nhất kinh doanh,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,VND,VND,VND,,,,,,,,
a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,,,,,,,,
- Các khoản vay,a) Vay ngắn hạn > - Các khoản vay,- Các khoản vay,- Các khoản vay,743.734.180.963,743.734.180.963,1.522.391.604.307,1.419.729.733.831,(2.031.000.000),844.365.051.439,844.365.051.439,,743734180963.0,743734180963.0,1522391604307.0,1419729733831.0,-2031000000.0,844365051439.0,844365051439.0
+ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (1),a) Vay ngắn hạn > + Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (1),+ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (1),+ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (1),247.993.454.433,247.993.454.433,373.814.605.639,386.037.852.537,-,235.770.207.535,235.770.207.535,,247993454433.0,247993454433.0,373814605639.0,386037852537.0,,235770207535.0,235770207535.0
+ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn (2),a) Vay ngắn hạn > + Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn (2),+ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn (2),+ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn (2),57.677.954.326,57.677.954.326,163.336.339.404,146.924.029.473,-,74.090.264.257,74.090.264.257,,57677954326.0,57677954326.0,163336339404.0,146924029473.0,,74090264257.0,74090264257.0
+ Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh (3),a) Vay ngắn hạn > + Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh (3),+ Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh (3),+ Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh (3),-,-,146.398.729.519,80.403.787.020,-,65.994.942.499,65.994.942.499,,,,146398729519.0,80403787020.0,,65994942499.0,65994942499.0
+ Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh (4),a) Vay ngắn hạn > + Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh (4),+ Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh (4),+ Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh (4),34.380.000.000,34.380.000.000,74.504.106.567,82.863.428.103,-,26.020.678.464,26.020.678.464,,34380000000.0,34380000000.0,74504106567.0,82863428103.0,,26020678464.0,26020678464.0
+ Ngân hàng TMCP Quân đội - Chi nhánh Diện Biên Phú (5),a) Vay ngắn hạn > + Ngân hàng TMCP Quân đội - Chi nhánh Diện Biên Phú (5),+ Ngân hàng TMCP Quân đội - Chi nhánh Diện Biên Phú (5),+ Ngân hàng TMCP Quân đội - Chi nhánh Diện Biên Phú (5),-,-,5.124.873.507,-,-,5.124.873.507,5.124.873.507,,,,5124873507.0,,,5124873507.0,5124873507.0
+ Ngân hàng TMCP Kỹ Thương - CN Chợ Lớn (6),a) Vay ngắn hạn > + Ngân hàng TMCP Kỹ Thương - CN Chợ Lớn (6),+ Ngân hàng TMCP Kỹ Thương - CN Chợ Lớn (6),+ Ngân hàng TMCP Kỹ Thương - CN Chợ Lớn (6),-,-,28.626.140.420,1.287.679.134,-,27.338.461.286,27.338.461.286,,,,28626140420.0,1287679134.0,,27338461286.0,27338461286.0
+ Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh (7),a) Vay ngắn hạn > + Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh (7),+ Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh (7),+ Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh (7),-,-,10.000.000.000,-,-,10.000.000.000,10.000.000.000,,,,10000000000.0,,,10000000000.0,10000000000.0
