row_label_raw,row_label_full,31/12/2022,01/01/2022,numeric__01/01/2022
VND,VND,VND,VND,
20%,VND > 20%,20%,20%,0.2
46.150.021.409,VND > 46.150.021.409,46.150.021.409,36.798.599.422,36798599422.0
