row_label_raw,row_label_full,col_0,Hạn mức,Thời hạn vay,Mục đích vay,Lãi suất,Hình thức đảm bảo,31/12/2022,31/12/2022_1,numeric__Hạn mức,numeric__Thời hạn vay,numeric__Mục đích vay,numeric__Lãi suất,numeric__Hình thức đảm bảo,numeric__31/12/2022,numeric__31/12/2022_1
,,,Hạn mức,Thời hạn vay,Mục đích vay,Lãi suất,Hình thức đảm bảo,USD,VND,,,,,,,
(19) Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh,(19) Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh,(19) Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh,(19) Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh,(19) Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh,(19) Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh,(19) Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh,(19) Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh,(19) Ngân hàng TMCP Việt Á - Chi nhánh Thành phố Hồ Chí Minh,177.500.000.000,,,,,,,177500000000.0
- Hợp đồng tín dụng số 020-48/21/VAB/HĐTDTDHngày 26/05/2021,- Hợp đồng tín dụng số 020-48/21/VAB/HĐTDTDHngày 26/05/2021,- Hợp đồng tín dụng số 020-48/21/VAB/HĐTDTDHngày 26/05/2021,700.000.000.000 VND,36 tháng,"Bổ sung vốn thực hiện Dự án Khu dân cư tại xã Long Tân và xã Phú Hội, huyện Nhơn Trạch",Theo từng giấy nhận nợ: Lãi suất đang áp dụng cho các khoản vay tại thời điểm cuối năm là 14.37%/năm,"Thế chấp tài sản theo Hợp đồng thế chấp quyền tài sản phát sinh từ dự án số 020-119/21/VAB/HDTC ngày 26/05/2021, tài sản thể chấp là toàn bộ các quyền tài sản phát sinh từ việc đầu tư, thực hiện và kinh doanh, khai thác lô LK-C18 đến LK-C32 của Dự án Khu dân cư tại xã Long Tân và xã Phú Hội, huyện Nhơn Trạch, tỉnh Đồng Nai",,177.500.000.000,,,,,,,177500000000.0
(20) Ngân hàng TMCP Tiên Phong,(20) Ngân hàng TMCP Tiên Phong,(20) Ngân hàng TMCP Tiên Phong,(20) Ngân hàng TMCP Tiên Phong,(20) Ngân hàng TMCP Tiên Phong,(20) Ngân hàng TMCP Tiên Phong,(20) Ngân hàng TMCP Tiên Phong,(20) Ngân hàng TMCP Tiên Phong,(20) Ngân hàng TMCP Tiên Phong,250.000.000.000,,,,,,,250000000000.0
- Hợp đồng cho vay số 14/2022/HDTD/TTKHDNL-MN ngày 12/09/2022,- Hợp đồng cho vay số 14/2022/HDTD/TTKHDNL-MN ngày 12/09/2022,- Hợp đồng cho vay số 14/2022/HDTD/TTKHDNL-MN ngày 12/09/2022,250.000.000.000 VND,"36 tháng, đến ngày 29/09/2025",Bổ sung vốn lưu động,11%/năm,- Cổ phiếu của Công ty Cổ phần Dây và Cáp Sacom với số lượng 49.960.000 cổ phiếu;- Khoản phải thu từ hợp đồng thuê mặt bằng với Công ty Cổ phần DNP Holding và các phụ lực hợp đồng dính kèm.,,250.000.000.000,,,,,,,250000000000.0
(21) Công ty Cổ phần Xuất Nhập Khẩu Tổng hợp I Việt Nam,(21) Công ty Cổ phần Xuất Nhập Khẩu Tổng hợp I Việt Nam,(21) Công ty Cổ phần Xuất Nhập Khẩu Tổng hợp I Việt Nam,(21) Công ty Cổ phần Xuất Nhập Khẩu Tổng hợp I Việt Nam,(21) Công ty Cổ phần Xuất Nhập Khẩu Tổng hợp I Việt Nam,(21) Công ty Cổ phần Xuất Nhập Khẩu Tổng hợp I Việt Nam,(21) Công ty Cổ phần Xuất Nhập Khẩu Tổng hợp I Việt Nam,(21) Công ty Cổ phần Xuất Nhập Khẩu Tổng hợp I Việt Nam,(21) Công ty Cổ phần Xuất Nhập Khẩu Tổng hợp I Việt Nam,19.734.299.996,,,,,,,19734299996.0
- Hợp đồng cho vay số 02/2021/TH1-SAG-,- Hợp đồng cho vay số 02/2021/TH1-SAG-,- Hợp đồng cho vay số 02/2021/TH1-SAG-,30.000.000.000 VND,24 tháng,Chăm sóc phát triển dự án nông nghiệp tại Đắk,11%/năm,Tín chấp,,19.734.299.996,,,,,,,19734299996.0
,,,,,,,,,459.942.633.306,,,,,,,459942633306.0
Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,(221.666.666.675),,,,,,,-221666666675.0
Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,238.275.966.631,,,,,,,238275966631.0
