row_label_raw,row_label_full,col_0,Hạn mức,Thời hạn vay,Mục đích vay,Lãi suất,Hình thức đảm bảo,31/12/2022,31/12/2022_1,numeric__Hạn mức,numeric__Thời hạn vay,numeric__Mục đích vay,numeric__Lãi suất,numeric__Hình thức đảm bảo,numeric__31/12/2022,numeric__31/12/2022_1
,,,Hạn mức,Thời hạn vay,Mục đích vay,Lãi suất,Hình thức đảm bảo,USD,VND,,,,,,,
a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,,,,,,,
(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,,,,,,,
- Hợp đồng tín dụng số 0032/2238/N-CTD ngày 11/03/2022,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > - Hợp đồng tín dụng số 0032/2238/N-CTD ngày 11/03/2022,- Hợp đồng tín dụng số 0032/2238/N-CTD ngày 11/03/2022,400.000.000.000 VND,12 tháng kể từ ngày ký hợp đồng,Tải trợ nhu cầu tín dụng ngắn hạn phục vụ hoạt động sản xuất kinh doanh,Theo từng giấy nhận nợ,Văn bản bảo lãnh số 21/2022/CV-SAM ký ngày 11/03/2022 do Công ty Cổ phần SAM Holdings ký phát hành.,,235.770.207.535,,,,,,,235770207535.0
(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,,,,,,,
- Hợp đồng cho vay hạn mức số 180/2022-HDCVHM/NHCT910-SACOM ngày 16/05/2022,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn > - Hợp đồng cho vay hạn mức số 180/2022-HDCVHM/NHCT910-SACOM ngày 16/05/2022,- Hợp đồng cho vay hạn mức số 180/2022-HDCVHM/NHCT910-SACOM ngày 16/05/2022,Không vượt quá 130.000.000.000 VND hoặc đô la Mỹ tương đương,Đến hết ngày 16/05/2023,Bổ sung vốn lưu động phục vụ hoạt động sản xuất kinh doanh cấp quang dây điện tử các loại năm 2022-2023,Theo từng giấy nhận nợ,Chứng thư bảo lãnh của Công ty Cổ phần SAM Holdings.,,74.090.264.257,,,,,,,74090264257.0
(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,,,,,,,
- Hợp đồng hạn mức số STVN2088-21 ngày 14/03/202,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh > - Hợp đồng hạn mức số STVN2088-21 ngày 14/03/202,- Hợp đồng hạn mức số STVN2088-21 ngày 14/03/202,3.000.000 USD,Đến ngày 14/03/2023,Tài trợ nhu cầu phát hành thư tín dụng (L/C) và các nhu cầu vốn lưu động khác,Theo từng giấy nhận nợ,Cam kết bảo lãnh số CG-STVN2088-21 ký ngày 14/03/2022 do Công ty Cổ phần SAM Holdings ký phát hành.,"2.777.564,92",65.994.942.499,,,,,,2777564.92,65994942499.0
(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,,,,,,,
- Hợp đồng tín dụng số 181004 ngày 22/02/2018 kèm Bản sửa đổi số 181004-SDBS3 ngày 11/10/2021; Bản sửa đổi số 181004-SDBS4 ngày 29/11/2022,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh > - Hợp đồng tín dụng số 181004 ngày 22/02/2018 kèm Bản sửa đổi số 181004-SDBS3 ngày 11/10/2021; Bản sửa đổi số 181004-SDBS4 ngày 29/11/2022,- Hợp đồng tín dụng số 181004 ngày 22/02/2018 kèm Bản sửa đổi số 181004-SDBS3 ngày 11/10/2021; Bản sửa đổi số 181004-SDBS4 ngày 29/11/2022,2.000.000 USD,Đến ngày 31/08/2022,Tài trợ nhu cầu phát hành thư tín dụng (L/C) và các nhu cầu vốn lưu động khác,Theo từng giấy nhận nợ,Tín chấp,"1.095.146,40",26.020.678.464,,,,,,1095146.4,26020678464.0
