row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2022 > VND,01/01/2022 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2022 > VND,numeric__01/01/2022 > VND
300,300,300,C. NỘ PHẢI TRẢ,,2.633.964.634.288,2.947.792.015.788,,,2633964634288.0,2947792015788.0
310,310,310,I. Nợ ngắn hạn,,2.093.379.367.236,2.167.544.192.892,,,2093379367236.0,2167544192892.0
311,311,311,1. Phải trả người bán ngắn hạn,19,157.734.038.988,243.956.580.746,,19.0,157734038988.0,243956580746.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,14.620.627.179,22.408.827.331,,20.0,14620627179.0,22408827331.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,20.198.633.636,31.756.866.328,,21.0,20198633636.0,31756866328.0
314,314,314,4. Phải trả người lao động,,14.992.488.628,13.029.723.920,,,14992488628.0,13029723920.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,50.913.415.028,60.830.111.045,,22.0,50913415028.0,60830111045.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,23,2.888.200.746,2.372.423.187,,23.0,2888200746.0,2372423187.0
319,319,319,7. Phải trả ngắn hạn khác,24,667.677.795.655,743.994.594.371,,24.0,667677795655.0,743994594371.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,18,1.156.764.553.160,1.040.752.930.972,,18.0,1156764553160.0,1040752930972.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,7.589.614.216,8.442.134.992,,,7589614216.0,8442134992.0
330,330,330,II. Nợ dài hạn,,540.585.267.052,780.247.822.896,,,540585267052.0,780247822896.0
331,331,331,1. Phải trả người bán dài hạn,19,231.899.250,231.899.250,,19.0,231899250.0,231899250.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,23,72.792.870.140,74.555.851.388,,23.0,72792870140.0,74555851388.0
337,337,337,3. Phải trả dài hạn khác,24,183.134.509.622,105.247.163.327,,24.0,183134509622.0,105247163327.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,18,238.275.966.631,563.414.309.509,,18.0,238275966631.0,563414309509.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,37,46.150.021.409,36.798.599.422,,37.0,46150021409.0,36798599422.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.603.369.052.800,4.596.504.522.998,,,4603369052800.0,4596504522998.0
410,410,410,I. Vốn chủ sở hữu,25,4.603.369.052.800,4.596.504.522.998,,25.0,4603369052800.0,4596504522998.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,3.799.609.710.000,3.499.971.900.000,,,3799609710000.0,3499971900000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.799.609.710.000,3.499.971.900.000,,,3799609710000.0,3499971900000.0
412,412,412,2. Thặng dư vốn cổ phần,,(374.324.139),(374.324.139),,,-374324139.0,-374324139.0
414,414,414,3. Vốn khác của chủ sở hữu,,40.802.559.483,40.802.559.483,,,40802559483.0,40802559483.0
417,417,417,4. Chênh lệch tỷ giá hối đoái,,(2.390.573.714),-,,,-2390573714.0,
418,418,418,5. Quỹ đầu tư phát triển,,12.021.402.005,12.021.402.005,,,12021402005.0,12021402005.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,66.526.987.762,392.213.804.027,,,66526987762.0,392213804027.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối kỳ trước,,63.763.828.845,213.709.662.880,,,63763828845.0,213709662880.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối kỳ này,,2.763.158.917,178.504.141.147,,,2763158917.0,178504141147.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,687.173.291.403,651.869.181.622,,,687173291403.0,651869181622.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,7.237.333.687.088,7.544.296.538.786,,,7237333687088.0,7544296538786.0
