row_label_raw,row_label_full,col_0,col_1,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,Trong kỳ > Tăng,Trong kỳ > Giảm,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,numeric__col_1,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng,numeric__Trong kỳ > Tăng,numeric__Trong kỳ > Giảm,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Dự phòng
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Ngắn hạn,,,,,,,,,,,,,
a),a) > a),a),Bên liên quan,-,-,37.950.000.000,36.100.000.000,1.850.000.000,-,,,,37950000000.0,36100000000.0,1850000000.0,
a),a) > a),a),- Công ty Cổ phần Liên doanhCăng Quốc tế Mỹ Thủy\( ^{(1)} \),-,-,37.950.000.000,36.100.000.000,1.850.000.000,-,,,,37950000000.0,36100000000.0,1850000000.0,
a),a) > a),a),Bên khác,93.767.114.978,-,216.497.000.000,246.140.100.535,64.124.014.443,-,,93767114978.0,,216497000000.0,246140100535.0,64124014443.0,
a),a) > a),a),- Công ty TNHH Capella Group\( ^{(1)} \),48.000.000.000,-,-,-,48.000.000.000,-,,48000000000.0,,,,48000000000.0,
a),a) > a),a),- Công ty CP Nông lâm nghiệpTrường Thành\( ^{(1)} \),18.477.114.978,-,1.497.000.000,3.850.100.535,16.124.014.443,-,,18477114978.0,,1497000000.0,3850100535.0,16124014443.0,
a),a) > a),a),- Công ty TNHH Dịch vụ Tổnghợp Bằng Giang\( ^{(1)} \),24.290.000.000,-,-,24.290.000.000,-,-,,24290000000.0,,,24290000000.0,,
a),a) > a),a),+ Cá nhân,3.000.000.000,-,215.000.000.000,218.000.000.000,-,-,,3000000000.0,,215000000000.0,218000000000.0,,
a),a) > a),a),,93.767.114.978,-,254.447.000.000,282.240.100.535,65.974.014.443,-,,93767114978.0,,254447000000.0,282240100535.0,65974014443.0,
b),b),b),Dài hạn,,,,,,,,,,,,,
b),b),b),Bên khác,,,,,,,,,,,,,
b),b) > b),b),- Công ty CP Xuất nhập khẩuTổng hợp I Việt Nam\( ^{(2)} \),9.616.800.000,-,9.724.500.000,500.000.000,18.841.300.000,-,,9616800000.0,,9724500000.0,500000000.0,18841300000.0,
b),b) > b),b),,9.616.800.000,-,9.724.500.000,500.000.000,18.841.300.000,-,,9616800000.0,,9724500000.0,500000000.0,18841300000.0,
