row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,01/01/2022,01/01/2022_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__01/01/2022,numeric__01/01/2022_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,33.655.500.480,-,66.642.354.088,-,33655500480.0,,66642354088.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",354.082.946.779,-,213.638.144.491,-,354082946779.0,,213638144491.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",4.198.836.360,-,5.012.785.578,-,4198836360.0,,5012785578.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,34.501.112.565,-,17.255.971.092,-,34501112565.0,,17255971092.0,
Thành phẩm,Thành phẩm,Thành phẩm,83.306.163.152,-,86.504.464.334,-,83306163152.0,,86504464334.0,
Hàng hoá,Hàng hoá,Hàng hoá,30.997.220.575,-,24.062.230.547,-,30997220575.0,,24062230547.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,208.618.095,-,17.291.681.292,-,208618095.0,,17291681292.0,
,,,540.950.398.006,-,430.407.631.422,-,540950398006.0,,430407631422.0,
