row_label_raw,row_label_full,col_0,col_1,31/12/2022 > Giá trị,31/12/2022 > Số có khả năng trả nợ,01/01/2022 > Giá trị,01/01/2022 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Số có khả năng trả nợ,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,,,,,
a),a),a),Ngắn hạn,,,,,,,,,
a),a) > a),a),Bên liên quan,5.806.913.352,5.806.913.352,-,-,,5806913352.0,5806913352.0,,
a),a) > a),a),- Công ty CP Đầu tư Infinity Group,5.769.182.352,5.769.182.352,,-,,5769182352.0,5769182352.0,,
a),a) > a),a),- Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,37.731.000,37.731.000,-,-,,37731000.0,37731000.0,,
a),a) > a),a),Bên khác,151.927.125.636,151.927.125.636,243.956.580.746,243.956.580.746,,151927125636.0,151927125636.0,243956580746.0,243956580746.0
a),a) > a),a),"- Sei Thai Electric Conductor Co.,ltd",20.812.080.000,20.812.080.000,31.009.843.200,31.009.843.200,,20812080000.0,20812080000.0,31009843200.0,31009843200.0
a),a) > a),a),- Công ty TNHH MTV Tổng Công ty Sản xuất Thiết bị Viettel,16.817.870.399,16.817.870.399,-,-,,16817870399.0,16817870399.0,,
a),a) > a),a),- Công ty TNHH MTV Thông tin M3,-,-,40.667.979.059,40.667.979.059,,,,40667979059.0,40667979059.0
a),a) > a),a),- Các khách hàng khác,114.297.175.237,114.297.175.237,172.278.758.487,172.278.758.487,,114297175237.0,114297175237.0,172278758487.0,172278758487.0
a),a) > a),a),,157.734.038.988,157.734.038.988,243.956.580.746,243.956.580.746,,157734038988.0,157734038988.0,243956580746.0,243956580746.0
b),b),b),Dài hạn,,,,,,,,,
b),b),b),Bên khác,,,,,,,,,
b),b) > b),b),- Các khách hàng khác,231.899.250,231.899.250,231.899.250,231.899.250,,231899250.0,231899250.0,231899250.0,231899250.0
b),b) > b),b),,231.899.250,231.899.250,231.899.250,231.899.250,,231899250.0,231899250.0,231899250.0,231899250.0
