row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022,Năm 2021,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022,numeric__Năm 2021
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27,2.124.387.044.361,1.907.465.386.694,,27.0,2124387044361.0,1907465386694.0
02,02,02,2. Các khoản giảm trừ doanh thu,28,15.322.457.799,18.768.848.687,,28.0,15322457799.0,18768848687.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,2.109.064.586.562,1.888.696.538.007,,,2109064586562.0,1888696538007.0
11,11,11,4. Giá vốn hàng bán,29,1.944.479.372.244,1.807.940.691.502,,29.0,1944479372244.0,1807940691502.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,164.585.214.318,80.755.846.505,,,164585214318.0,80755846505.0
21,21,21,6. Doanh thu hoạt động tài chính,30,355.251.989.117,362.418.397.991,,30.0,355251989117.0,362418397991.0
22,22,22,7. Chi phí tài chính,31,291.110.148.485,82.403.707.314,,31.0,291110148485.0,82403707314.0
23,23,23,Trong đó: Chi phí lãi vay,,90.510.963.420,43.777.497.241,,,90510963420.0,43777497241.0
24,24,24,8. Phần lãi hoặc lỗ trong công ty liên kết,,(26.861.211.372),(30.454.204.651),,,-26861211372.0,-30454204651.0
25,25,25,9. Chi phí bán hàng,32,47.466.190.754,35.277.163.426,,32.0,47466190754.0,35277163426.0
26,26,26,10. Chi phí quản lý doanh nghiệp,33,120.118.512.192,91.451.146.132,,33.0,120118512192.0,91451146132.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,34.281.140.632,203.588.022.973,,,34281140632.0,203588022973.0
31,31,31,12. Thu nhập khác,34,8.002.238.508,6.617.072.491,,34.0,8002238508.0,6617072491.0
32,32,32,13. Chi phí khác,35,1.655.568.062,2.830.587.591,,35.0,1655568062.0,2830587591.0
40,40,40,14. Lợi nhuận khác,,6.346.670.446,3.786.484.900,,,6346670446.0,3786484900.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,40.627.811.078,207.374.507.873,,,40627811078.0,207374507873.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,36,24.128.926.571,40.357.476.425,,36.0,24128926571.0,40357476425.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,37,9.351.421.989,7.095.082.411,,37.0,9351421989.0,7095082411.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,7.147.462.518,159.921.949.037,,,7147462518.0,159921949037.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,2.763.158.917,154.339.656.532,,,2763158917.0,154339656532.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,4.384.303.601,5.582.292.505,,,4384303601.0,5582292505.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,38,7,423,,38.0,7.0,423.0
