row_label_raw,row_label_full,col_0,col_1,31/12/2022 > Giá gốc,31/12/2022 > Giá trị có thể thu hồi,01/01/2022 > Giá gốc,01/01/2022 > Giá trị có thể thu hồi,numeric__col_1,numeric__31/12/2022 > Giá gốc,numeric__31/12/2022 > Giá trị có thể thu hồi,numeric__01/01/2022 > Giá gốc,numeric__01/01/2022 > Giá trị có thể thu hồi
,,,,VND,VND,VND,VND,,,,,
-,-,-,Dự án Chung cư Samland Riverside\( ^{(1)} \),133.719.183.882,133.719.183.882,126.366.787.856,126.366.787.856,,133719183882.0,133719183882.0,126366787856.0,126366787856.0
-,-,-,"Dự án Khu dân cư tại xã Long Tân và xã Phú Hội, huyện Nhom Trạch\( ^{(2)} \)",512.452.986.291,512.452.986.291,414.539.445.528,414.539.445.528,,512452986291.0,512452986291.0,414539445528.0,414539445528.0
-,-,-,Dự án Khu công nghiệp Tam Thăng 2\( ^{(3)} \),107.135.785.312,107.135.785.312,81.170.512.637,81.170.512.637,,107135785312.0,107135785312.0,81170512637.0,81170512637.0
,,,,753.307.955.485,753.307.955.485,622.076.746.021,622.076.746.021,,753307955485.0,753307955485.0,622076746021.0,622076746021.0
