row_label_raw,row_label_full,CHÍ TIÊU,CHÍ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.655.962.759.968,1.321.704.302.679,,1.0,,1655962759968.0,1321704302679.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.2,56.147.036.786,75.916.563.562,,2.0,,56147036786.0,75916563562.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,1.599.815.723.182,1.245.787.739.117,,10.0,,1599815723182.0,1245787739117.0
4.,4.,4.,Giá vốn hàng bán,11,VI.3,1.062.188.504.642,777.064.168.301,,11.0,,1062188504642.0,777064168301.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,537.627.218.540,468.723.570.816,,20.0,,537627218540.0,468723570816.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.4,10.310.514.524,5.216.801.998,,21.0,,10310514524.0,5216801998.0
7.,7.,7.,Chi phí tài chính,22,VI.5,98.788.257.449,114.073.655.337,,22.0,,98788257449.0,114073655337.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,56.196.620.478,68.638.002.970,,23.0,,56196620478.0,68638002970.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,-,-,,24.0,,,
9.,9.,9.,Chi phí bán hàng,25,VI.6,47.200.799.665,42.808.396.088,,25.0,,47200799665.0,42808396088.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.7,58.243.083.114,48.694.130.972,,26.0,,58243083114.0,48694130972.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,343.705.592.836,268.364.190.417,,30.0,,343705592836.0,268364190417.0
12.,12.,12.,Thu nhập khác,31,VI.8,15.092.678.504,22.321.035.526,,31.0,,15092678504.0,22321035526.0
13.,13.,13.,Chi phí khác,32,VI.9,13.835.143.373,8.361.928.328,,32.0,,13835143373.0,8361928328.0
14.,14.,14.,Lợi nhuận khác,40,,1.257.535.131,13.959.107.198,,40.0,,1257535131.0,13959107198.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,344.963.127.967,282.323.297.615,,50.0,,344963127967.0,282323297615.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,V.17,60.521.353.737,49.336.901.109,,51.0,,60521353737.0,49336901109.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,,52.0,,,
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,284.441.774.230,232.986.396.506,,60.0,,284441774230.0,232986396506.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,284.441.774.230,232.986.396.506,,61.0,,284441774230.0,232986396506.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,-,-,,62.0,,,
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.10,1.868,1.528,,70.0,,1868.0,1528.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.10,1.868,1.528,,71.0,,1868.0,1528.0
