row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,5.714.983.006.864,6.401.484.666.898,,300.0,,5714983006864.0,6401484666898.0
I.,I.,I.,Nợ ngắn hạn,310,,5.030.740.401.486,5.453.087.490.130,,310.0,,5030740401486.0,5453087490130.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.15a,1.988.845.867.159,2.939.336.135.248,,311.0,,1988845867159.0,2939336135248.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.16,16.168.573.207,16.540.447.789,,312.0,,16168573207.0,16540447789.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.17,110.439.715.484,13.255.189.110,,313.0,,110439715484.0,13255189110.0
4.,4.,4.,Phải trả người lao động,314,V.18,11.013.610.329,9.402.788.051,,314.0,,11013610329.0,9402788051.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,V.19,375.100.153.469,252.591.129.529,,315.0,,375100153469.0,252591129529.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.20a,1.159.278.300.432,820.800.000,,318.0,,1159278300432.0,820800000.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.21a,834.896.194.521,643.775.952.314,,319.0,,834896194521.0,643775952314.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.22a,499.633.996.638,1.553.396.436.245,,320.0,,499633996638.0,1553396436245.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.23,35.363.990.247,23.968.611.844,,322.0,,35363990247.0,23968611844.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,684.242.605.378,948.397.176.768,,330.0,,684242605378.0,948397176768.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.16b,244.674.848.000,672.267.353.000,,331.0,,244674848000.0,672267353000.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chỉ phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.20b,412.310.725.199,159.571.224.291,,336.0,,412310725199.0,159571224291.0
7.,7.,7.,Phải trả dài hạn khác,337,V.21b,12.257.032.179,11.650.005.177,,337.0,,12257032179.0,11650005177.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.22b,15.000.000.000,104.908.594.300,,338.0,,15000000000.0,104908594300.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
