row_label_raw,row_label_full,"Công ty Liên Doanh TNHH Khu Công nghiệp Việt Nam - Singapore - Ký quỹ, ký cược ngắn hạn",Số cuối năm > Giá trị > 132.000.000,Số cuối năm > Dự phòng > -,Số đầu năm > Giá trị > 132.000.000,Số đầu năm > Dự phòng > -,numeric__Số cuối năm > Giá trị > 132.000.000,numeric__Số cuối năm > Dự phòng > -,numeric__Số đầu năm > Giá trị > 132.000.000,numeric__Số đầu năm > Dự phòng > -
"Công ty TNHH Becamex Tokyu - Ký quỹ, ký cược ngắn hạn","Công ty TNHH Becamex Tokyu - Ký quỹ, ký cược ngắn hạn","Công ty TNHH Becamex Tokyu - Ký quỹ, ký cược ngắn hạn",50.000.000,-,50.000.000,-,50000000.0,,50000000.0,
Phải thu các các tổ chức và cá nhân khác,Phải thu các các tổ chức và cá nhân khác,Phải thu các các tổ chức và cá nhân khác,20.940.069.856,-,5.814.872.918,-,20940069856.0,,5814872918.0,
"Chi hộ cho Ban quản lý chung cư New Horizon, tỏa nhà Becamex Tower","Chi hộ cho Ban quản lý chung cư New Horizon, tỏa nhà Becamex Tower","Chi hộ cho Ban quản lý chung cư New Horizon, tỏa nhà Becamex Tower",58.704.319,-,207.398.898,-,58704319.0,,207398898.0,
Phải thu tiền chi hộ làm số cho khách hàng mua căn hộ Sunrise,Phải thu tiền chi hộ làm số cho khách hàng mua căn hộ Sunrise,Phải thu tiền chi hộ làm số cho khách hàng mua căn hộ Sunrise,25.926.800,-,63.186.300,-,25926800.0,,63186300.0,
Phải thu tiền chi hộ làm số cho khách hàng mua dự án The Green River,Phải thu tiền chi hộ làm số cho khách hàng mua dự án The Green River,Phải thu tiền chi hộ làm số cho khách hàng mua dự án The Green River,62.794.447,-,79.651.800,-,62794447.0,,79651800.0,
Phải thu tiền chi hộ làm số cho khách hàng mua dự án Phố TM IJC2,Phải thu tiền chi hộ làm số cho khách hàng mua dự án Phố TM IJC2,Phải thu tiền chi hộ làm số cho khách hàng mua dự án Phố TM IJC2,158.479.900,-,315.834.000,-,158479900.0,,315834000.0,
Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,13.823.676.319,-,913.951.790,-,13823676319.0,,913951790.0,
Lãi tiền gửi ngân hàng dự thu,Lãi tiền gửi ngân hàng dự thu,Lãi tiền gửi ngân hàng dự thu,1.275.294.240,-,795.838.625,-,1275294240.0,,795838625.0,
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,822.376.896,-,1.360.568.358,-,822376896.0,,1360568358.0,
"Các khoản ký quỹ, ký cược ngắn hạn","Các khoản ký quỹ, ký cược ngắn hạn","Các khoản ký quỹ, ký cược ngắn hạn",409.000.000,-,353.000.000,-,409000000.0,,353000000.0,
Thuế Giá trị gia tăng chưa kê khai,Thuế Giá trị gia tăng chưa kê khai,Thuế Giá trị gia tăng chưa kê khai,1.661.058.674,,-,,1661058674.0,,,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,2.642.758.261,-,1.725.443.147,-,2642758261.0,,1725443147.0,
Cộng,Cộng,Cộng,26.797.569.053,-,25.050.842.066,-,26797569053.0,,25050842066.0,
