row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,65.154.903,220.003.263,65154903.0,220003263.0
- Công ty TNHH Đầu Tư Và Kinh Doanh Việt Nhật,- Công ty TNHH Đầu Tư Và Kinh Doanh Việt Nhật,- Công ty TNHH Đầu Tư Và Kinh Doanh Việt Nhật,13.882.052,-,13882052.0,
- Công ty TNHH MTV Hùng Nguyên Gia Lai,- Công ty TNHH MTV Hùng Nguyên Gia Lai,- Công ty TNHH MTV Hùng Nguyên Gia Lai,6.662.271,-,6662271.0,
- Thaco Agri,- Thaco Agri,- Thaco Agri,-,199.234.120,,199234120.0
- Khác,- Khác,- Khác,44.610.580,20.769.143,44610580.0,20769143.0
Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,63.095.544,57.152.151,63095544.0,57152151.0
- Công ty Chiến Hằng Electricity Construction,- Công ty Chiến Hằng Electricity Construction,- Công ty Chiến Hằng Electricity Construction,8.808.228,-,8808228.0,
- Công ty Cổ phần Xây dựng 47,- Công ty Cổ phần Xây dựng 47,- Công ty Cổ phần Xây dựng 47,8.372.216,8.078.438,8372216.0,8078438.0
- Khác,- Khác,- Khác,45.915.100,49.073.713,45915100.0,49073713.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,128.250.447,277.155.414,128250447.0,277155414.0
Dự phòng trả trước cho người bán ngắn hạn,Dự phòng trả trước cho người bán ngắn hạn,Dự phòng trả trước cho người bán ngắn hạn,(2.140.409),(3.763.308),-2140409.0,-3763308.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,126.110.038,273.392.106,126110038.0,273392106.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước cho các bên liên quan (TM số 30),Trong đó: > Trả trước cho các bên liên quan (TM số 30),Trả trước cho các bên liên quan (TM số 30),-,199.838.185,,199838185.0
Trả trước cho các bên khác,Trong đó: > Trả trước cho các bên khác,Trả trước cho các bên khác,126.110.038,73.553.921,126110038.0,73553921.0
