row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Ngàn VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Ngàn VND Số cuối năm
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế giá trị gia tăng được khấu trừ,Phải thu > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,100.296.393,39.179.440,(47.736.847),91.738.986,100296393.0,39179440.0,-47736847.0,91738986.0
Thuế TNDN (TM số 29.1),Phải thu > Thuế TNDN (TM số 29.1),Thuế TNDN (TM số 29.1),285.831,346.009,-,631.840,285831.0,346009.0,,631840.0
Thuế khác,Phải thu > Thuế khác,Thuế khác,-,1.113.424,(1.113.424),-,,1113424.0,-1113424.0,
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,100.582.224,40.638.873,(48.850.271),92.370.826,100582224.0,40638873.0,-48850271.0,92370826.0
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế TNDN (TM số 29.1),Phải nộp > Thuế TNDN (TM số 29.1),Thuế TNDN (TM số 29.1),10.712.490,673.125,-,11.385.615,10712490.0,673125.0,,11385615.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,708.244,2.309.957,(2.002.603),1.015.598,708244.0,2309957.0,-2002603.0,1015598.0
Thuế khác,Phải nộp > Thuế khác,Thuế khác,1.032.397,246.932,(198.663),1.080.666,1032397.0,246932.0,-198663.0,1080666.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,12.453.131,3.230.014,(2.201.266),13.481.879,12453131.0,3230014.0,-2201266.0,13481879.0
