row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,535.030.150,306.805.194,535030150.0,306805194.0
- Thaco Agri,- Thaco Agri,- Thaco Agri,454.527.130,12.423.015,454527130.0,12423015.0
- Công ty TNHH Sản Xuất NhựaCông Nghiệp Thaco,- Công ty TNHH Sản Xuất NhựaCông Nghiệp Thaco,- Công ty TNHH Sản Xuất NhựaCông Nghiệp Thaco,12.547.561,64.289.740,12547561.0,64289740.0
- Khác,- Khác,- Khác,67.955.459,230.092.439,67955459.0,230092439.0
Phải trả tiền mua máy móc thiết bị,Phải trả tiền mua máy móc thiết bị,Phải trả tiền mua máy móc thiết bị,347.824.942,-,347824942.0,
- Công ty TNHH Cơ Điện Lạnh Thaco Industries,- Công ty TNHH Cơ Điện Lạnh Thaco Industries,- Công ty TNHH Cơ Điện Lạnh Thaco Industries,242.533.795,-,242533795.0,
- Công ty TNHH Phân Phối Thaco Auto,- Công ty TNHH Phân Phối Thaco Auto,- Công ty TNHH Phân Phối Thaco Auto,39.257.000,-,39257000.0,
- Khác,- Khác,- Khác,66.034.147,-,66034147.0,
Phải trả người bán mua tài sản cố định,Phải trả người bán mua tài sản cố định,Phải trả người bán mua tài sản cố định,326.755.716,145.629.572,326755716.0,145629572.0
- Công ty TNHH Một Thành Viên Chăn Nuôi BòTrung Nguyên,- Công ty TNHH Một Thành Viên Chăn Nuôi BòTrung Nguyên,- Công ty TNHH Một Thành Viên Chăn Nuôi BòTrung Nguyên,326.518.324,145.629.572,326518324.0,145629572.0
- Khác,- Khác,- Khác,237.392,-,237392.0,
Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,61.738.351,37.501.287,61738351.0,37501287.0
Phải trả khác,Phải trả khác,Phải trả khác,11.719.328,11.719.328,11719328.0,11719328.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.283.068.487,501.655.381,1283068487.0,501655381.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 30),Trong đó: > Phải trả các bên liên quan (TM số 30),Phải trả các bên liên quan (TM số 30),1.152.725.712,397.146.988,1152725712.0,397146988.0
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,130.342.775,104.508.393,130342775.0,104508393.0
