row_label_raw,row_label_full,Ngân hàng,Số cuối nămNgân VND,Nguyên tệUSD,Thời hạn thanh toán,Lãi suất%/năm,"Tài sản thế chấp(TM số 8, 11 và 13)",numeric__Số cuối nămNgân VND,numeric__Nguyên tệUSD,numeric__Thời hạn thanh toán,numeric__Lãi suất%/năm,"numeric__Tài sản thế chấp(TM số 8, 11 và 13)"
"LaoVietBank, Chi nhánh Attapeu","LaoVietBank, Chi nhánh Attapeu","LaoVietBank, Chi nhánh Attapeu","LaoVietBank, Chi nhánh Attapeu","LaoVietBank, Chi nhánh Attapeu","LaoVietBank, Chi nhánh Attapeu","LaoVietBank, Chi nhánh Attapeu","LaoVietBank, Chi nhánh Attapeu",,,,,
Khoản vay 1,"LaoVietBank, Chi nhánh Attapeu > Khoản vay 1",Khoản vay 1,230.199.154,9.009.399,Từ ngày 25 tháng 3 năm2025 đến ngày 25 tháng12 năm 2028,9%,"- Trụ sở làm việc của HA Attapeu tại Km 31, Bản Hatxan, Huyện Xaysettha, Tĩnh Attapeu, Lào theo bản đồ đất số 17 001 0008 với diện tích đất 0,3 ha; và- Nhà máy chế biến mũ cao su tại Huyện Saysettha, Tĩnh Attapeu, Lào và toàn bộ đàn bỏ nhập khẩu thuộc sở hữu của HA Attapeu.",230199154.0,9009399.0,,0.09,
Khoản vay 2,"LaoVietBank, Chi nhánh Attapeu > Khoản vay 2",Khoản vay 2,155.009.439,6.066.668,Từ ngày 25 tháng 3 năm2025 đến ngày 25 tháng12 năm 2028,9%,"Quyền sử dụng đất với tổng diện tích 1.313,89 ha thuộc sở hữu của HA Quang Minh.",155009439.0,6066668.0,,0.09,
TỔNG CỘNG,"LaoVietBank, Chi nhánh Attapeu > TỔNG CỘNG",TỔNG CỘNG,385.208.592,,,,,385208592.0,,,,
Trong đó:Vay dài hạnVay dài hạnđến hạn trả,"LaoVietBank, Chi nhánh Attapeu > Trong đó:Vay dài hạnVay dài hạnđến hạn trả",Trong đó:Vay dài hạnVay dài hạnđến hạn trả,338.255.92146.952.672,,,,,3.382559214695267e+16,,,,
