row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,Ngàn VNDMục đích vay,numeric__Số cuối năm,numeric__Số đầu năm,numeric__Ngàn VNDMục đích vay
"Ngân hàng Liên doanhLào Việt (""LaoVietBank"")","Ngân hàng Liên doanhLào Việt (""LaoVietBank"")","Ngân hàng Liên doanhLào Việt (""LaoVietBank"")",385.208.593,340.561.880,Tài trợ dự án nuôi bò,385208593.0,340561880.0,
Ngân hàng Thương mạiCổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng Thương mạiCổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng Thương mạiCổ phần Đầu tư và Phát triển Việt Nam,-,650.410.971,"Tài trợ dự án cao su,cọ đầu và bổ sung vốnlưu động",,650410971.0,
Ngân hàng Thương mạiCổ phần Sài GònThương Tín,Ngân hàng Thương mạiCổ phần Sài GònThương Tín,Ngân hàng Thương mạiCổ phần Sài GònThương Tín,-,170.594.605,Tài trợ dự án cao suvà bổ sung vốnlưu động,,170594605.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,385.208.593,1.161.567.456,,385208593.0,1161567456.0,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,338.255.92146.952.672,118.104.6051.043.462.851,,3.382559214695267e+16,1.181046051043463e+18,
