row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.215.349.958,1.126.175.978,1215349958.0,1126175978.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,1.181.137.888,1.092.674.678,1181137888.0,1092674678.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,26.573.427,32.375.603,26573427.0,32375603.0
Chi phí khác,Chi phí khác,Chi phí khác,7.638.643,1.125.697,7638643.0,1125697.0
Dài hạn,Dài hạn,Dài hạn,221.699.725,33.939.083,221699725.0,33939083.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,221.699.725,33.939.083,221699725.0,33939083.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.437.049.683,1.160.115.061,1437049683.0,1160115061.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 30),Trong đó: > Phải trả các bên liên quan (TM số 30),Phải trả các bên liên quan (TM số 30),1.106.975.725,581.824.344,1106975725.0,581824344.0
Phải trả các bên thứ ba,Trong đó: > Phải trả các bên thứ ba,Phải trả các bên thứ ba,330.073.958,578.290.717,330073958.0,578290717.0
