row_label_raw,row_label_full,Ông Bùi Minh Khoa,Trường ban,numeric__Trường ban
Ông Đăng Công Trực,Ông Đăng Công Trực,Ông Đăng Công Trực,Thành viên,
Bà Bùi Thị Liễu,Bà Bùi Thị Liễu,Bà Bùi Thị Liễu,Thành viên,
