row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,12.202.839,26.783.949,12202839.0,26783949.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,6.934.517,8.898.172,6934517.0,8898172.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.557.323,5.153.934,2557323.0,5153934.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,2.386.469,12.210.910,2386469.0,12210910.0
Khác,Khác,Khác,324.530,520.933,324530.0,520933.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26.506.805,96.747.957,26506805.0,96747957.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,11.151.370,58.872.154,11151370.0,58872154.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,5.232.390,16.716.199,5232390.0,16716199.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,4.533.187,12.208.155,4533187.0,12208155.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,1.764.193,5.639.459,1764193.0,5639459.0
Khác,Khác,Khác,3.825.665,3.311.990,3825665.0,3311990.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,38.709.644,123.531.906,38709644.0,123531906.0
