row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,142.810.450,156.090.429,142810450.0,156090429.0
Phải trả tiền thuê đất,Phải trả tiền thuê đất,Phải trả tiền thuê đất,108.644.878,101.454.835,108644878.0,101454835.0
Phải trả khác,Phải trả khác,Phải trả khác,34.165.572,54.635.594,34165572.0,54635594.0
Dài hạn,Dài hạn,Dài hạn,195.696.764,173.697.682,195696764.0,173697682.0
Phải trả tiền thuê đất,Phải trả tiền thuê đất,Phải trả tiền thuê đất,146.945.804,142.117.025,146945804.0,142117025.0
Phải trả khác,Phải trả khác,Phải trả khác,48.750.960,31.580.657,48750960.0,31580657.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,338.507.214,329.788.111,338507214.0,329788111.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 30),Phải trả các bên liên quan (TM số 30),Phải trả các bên liên quan (TM số 30),Phải trả các bên liên quan (TM số 30),Phải trả các bên liên quan (TM số 30),,
- Ngắn hạn,Phải trả các bên liên quan (TM số 30) > - Ngắn hạn,- Ngắn hạn,21.870.165,18.382.358,21870165.0,18382358.0
- Dài hạn,Phải trả các bên liên quan (TM số 30) > - Dài hạn,- Dài hạn,22.589.539,10.448.887,22589539.0,10448887.0
Phải trả các bên thứ ba,Phải trả các bên liên quan (TM số 30) > Phải trả các bên thứ ba,Phải trả các bên thứ ba,294.047.510,300.956.866,294047510.0,300956866.0
