row_label_raw,row_label_full,Phải trả Nhà nước tiền giá trị quyền sử dụng đất tăngthêm do xác định giá trị doanh nghiệp để cổ phần hoá (*),31/12/2019VND > 561.416.855.000,1/1/2019VND(Phân loại lại) > 561.416.855.000,numeric__31/12/2019VND > 561.416.855.000,numeric__1/1/2019VND(Phân loại lại) > 561.416.855.000
Tiền chuyển quyền sử dụng đất (**),Tiền chuyển quyền sử dụng đất (**),Tiền chuyển quyền sử dụng đất (**),39.584.880.000,39.584.880.000,39584880000.0,39584880000.0
"Phải trả Công ty Cổ phần Đầu tư Địa ốc Bến Thành tiềnhợp tác kinh doanh, bên liên quan","Phải trả Công ty Cổ phần Đầu tư Địa ốc Bến Thành tiềnhợp tác kinh doanh, bên liên quan","Phải trả Công ty Cổ phần Đầu tư Địa ốc Bến Thành tiềnhợp tác kinh doanh, bên liên quan",5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
"Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",3.747.469.325,3.885.969.325,3747469325.0,3885969325.0
"Các khoản phải trả, phải nộp khác (Thuyết minh 6(a))","Các khoản phải trả, phải nộp khác (Thuyết minh 6(a))","Các khoản phải trả, phải nộp khác (Thuyết minh 6(a))",594.765.197.248,595.149.412.491,594765197248.0,595149412491.0
,,,1.204.514.401.573,1.205.037.116.816,1204514401573.0,1205037116816.0
