row_label_raw,row_label_full,Số dư đầu năm/kỳ,Năm kết thúc ngày 31/12/2019 VND > 210.519.726.068,numeric__Năm kết thúc ngày 31/12/2019 VND > 210.519.726.068
"Lợi nhuận từ công ty liên doanh, liên kết","Lợi nhuận từ công ty liên doanh, liên kết","Lợi nhuận từ công ty liên doanh, liên kết",8.979.871.252,8979871252.0
Phân bổ vào quỹ khen thưởng và phúc lợi (Thuyết minh 27),Phân bổ vào quỹ khen thưởng và phúc lợi (Thuyết minh 27),Phân bổ vào quỹ khen thưởng và phúc lợi (Thuyết minh 27),(1.404.862.573),-1404862573.0
Trích thù lao Hội đồng Quản trị (Thuyết minh 27),Trích thù lao Hội đồng Quản trị (Thuyết minh 27),Trích thù lao Hội đồng Quản trị (Thuyết minh 27),(92.546.946),-92546946.0
Trích quỹ hỗ trợ địa phương (Thuyết minh 27),Trích quỹ hỗ trợ địa phương (Thuyết minh 27),Trích quỹ hỗ trợ địa phương (Thuyết minh 27),(122.880.000),-122880000.0
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,(5.942.767.500),-5942767500.0
Xử lý khoản đầu tư được ghi nhận theo giá gốc,Xử lý khoản đầu tư được ghi nhận theo giá gốc,Xử lý khoản đầu tư được ghi nhận theo giá gốc,(43.875.000.000),-43875000000.0
Số dư cuối năm/kỳ,Số dư cuối năm/kỳ,Số dư cuối năm/kỳ,168.061.540.301,168061540301.0
