row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư cổ phần VND,Vốn khác của chủ sở hữu (*) VND,Chênh lệch đánh giá lại tài sản (**) VND,Chênh lệch tỷ giá hối doái VND,Quỹ đầu tư phát triển VND,Quỹ khác thuộc vốn chủ sở hữu (***) VND,Lỗ lũy kế VND,Lợi ích cổ đông không kiểm soát VND,Tổng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư cổ phần VND,numeric__Vốn khác của chủ sở hữu (*) VND,numeric__Chênh lệch đánh giá lại tài sản (**) VND,numeric__Chênh lệch tỷ giá hối doái VND,numeric__Quỹ đầu tư phát triển VND,numeric__Quỹ khác thuộc vốn chủ sở hữu (***) VND,numeric__Lỗ lũy kế VND,numeric__Lợi ích cổ đông không kiểm soát VND,numeric__Tổng VND
Số dư tại ngày 9 tháng 10 năm 2018,Số dư tại ngày 9 tháng 10 năm 2018,Số dư tại ngày 9 tháng 10 năm 2018,5.000.000.000.000,2.890.195.478,452.222.999,(215.070.235.809),(12.304.926.032),85.866.483.306,231.825.797.290,(479.639.698.266),202.315.552.970,4.816.335.391.936,5000000000000.0,2890195478.0,452222999.0,-215070235809.0,-12304926032.0,85866483306.0,231825797290.0,-479639698266.0,202315552970.0,4816335391936.0
Lỗ thuần trong kỳ,Lỗ thuần trong kỳ,Lỗ thuần trong kỳ,-,-,-,-,-,-,-,(1.485.856.744.637),(3.107.005.270),(1.488.963.749.907),,,,,,,,-1485856744637.0,-3107005270.0,-1488963749907.0
Trích quỹ khen thưởng và phúc lợi (Thuyết minh 26),Trích quỹ khen thưởng và phúc lợi (Thuyết minh 26),Trích quỹ khen thưởng và phúc lợi (Thuyết minh 26),-,-,-,-,-,-,-,(16.560.000),(11.040.000),(27.600.000),,,,,,,,-16560000.0,-11040000.0,-27600000.0
Kết chuyển chênh lệnh tỷ giá,Kết chuyển chênh lệnh tỷ giá,Kết chuyển chênh lệnh tỷ giá,-,-,-,-,12.304.926.032,-,-,-,-,12.304.926.032,,,,,12304926032.0,,,,,12304926032.0
Tăng khác,Tăng khác,Tăng khác,-,-,-,-,-,-,-,7.325.690,7.038.409,14.364.099,,,,,,,,7325690.0,7038409.0,14364099.0
Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,5.000.000.000.000,2.890.195.478,452.222.999,(215.070.235.809),-,85.866.483.306,231.825.797.290,(1.965.505.677.213),199.204.546.109,3.339.663.332.160,5000000000000.0,2890195478.0,452222999.0,-215070235809.0,,85866483306.0,231825797290.0,-1965505677213.0,199204546109.0,3339663332160.0
