row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019VND > 5.924.929.480,Số phát sinh trong năm VND > 198.699.292.590,Số đã nộp trong năm VND > (72.456.102.773),Số đã khấu trừ trong năm VND > (125.009.771.679),31/12/2019VND > 7.158.347.618,numeric__1/1/2019VND > 5.924.929.480,numeric__Số phát sinh trong năm VND > 198.699.292.590,numeric__Số đã nộp trong năm VND > (72.456.102.773),numeric__Số đã khấu trừ trong năm VND > (125.009.771.679),numeric__31/12/2019VND > 7.158.347.618
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,7.388.826.523,20.851.847.855,(18.472.670.350),(5.678.299),9.762.325.729,7388826523.0,20851847855.0,-18472670350.0,-5678299.0,9762325729.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,732.292.035,4.203.124.534,(4.251.639.149),-,683.777.420,732292035.0,4203124534.0,-4251639149.0,,683777420.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,19.942.600,402.873.440,(389.682.610),-,33.133.430,19942600.0,402873440.0,-389682610.0,,33133430.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",20.456.050.404,69.308.716.175,(86.629.221.383),(99.535.908),3.036.009.288,20456050404.0,69308716175.0,-86629221383.0,-99535908.0,3036009288.0
Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,137.400,109.025.040,(105.334.440),-,3.828.000,137400.0,109025040.0,-105334440.0,,3828000.0
Thuế môn bài,Thuế môn bài,Thuế môn bài,-,14.000.000,(14.000.000),-,-,,14000000.0,-14000000.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,2.235.944.785,(2.235.944.785),-,-,,2235944785.0,-2235944785.0,,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",80.887.176,231.178.239,(232.178.239),-,79.887.176,80887176.0,231178239.0,-232178239.0,,79887176.0
,,,34.603.065.618,296.056.002.658,(184.786.773.729),(125.114.985.886),20.757.308.661,34603065618.0,296056002658.0,-184786773729.0,-125114985886.0,20757308661.0
