row_label_raw,row_label_full,col_0,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính),Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_1,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_2,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_3,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính),numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_1,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_2,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_3
13. Thuế,13. Thuế,13. Thuế,13. Thuế,13. Thuế,13. Thuế,13. Thuế,,,,
(a) Thuế phải thu Nhà nước,(a) Thuế phải thu Nhà nước,(a) Thuế phải thu Nhà nước,(a) Thuế phải thu Nhà nước,(a) Thuế phải thu Nhà nước,(a) Thuế phải thu Nhà nước,(a) Thuế phải thu Nhà nước,,,,
,,,1/1/2019VND,Số phải thu trong nămVND,Số được hoàn/khấu trừ/xử lýtrong nămVND,31/12/2019VND,,,,
Thuế giá trị gia tăng,(a) Thuế phải thu Nhà nước > Thuế giá trị gia tăng,Thuế giá trị gia tăng,200.268.887,-,(32.866.626),167.402.261,200268887.0,,-32866626.0,167402261.0
Thuế thu nhập doanh nghiệp,(a) Thuế phải thu Nhà nước > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.606.604.404,-,(110.667.672),4.495.936.732,4606604404.0,,-110667672.0,4495936732.0
Thuế thu nhập cá nhân,(a) Thuế phải thu Nhà nước > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,936.458.723,(58.154.134),10.283.701,888.588.290,936458723.0,-58154134.0,10283701.0,888588290.0
Thuế tài nguyên,(a) Thuế phải thu Nhà nước > Thuế tài nguyên,Thuế tài nguyên,-,-,(5.453.465),(5.453.465),,,-5453465.0,-5453465.0
"Thuế nhà đất, tiền thuê đất","(a) Thuế phải thu Nhà nước > Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",53.441.483,88.191.302,(89.066.366),52.566.419,53441483.0,88191302.0,-89066366.0,52566419.0
,,,5.796.773.497,30.037.168,(227.770.428),5.599.040.237,5796773497.0,30037168.0,-227770428.0,5599040237.0
