row_label_raw,row_label_full,Tiền thu từ đi vay,33,9.441.188.189.882,1.961.875.963.281,numeric__33,numeric__9.441.188.189.882,numeric__1.961.875.963.281
Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,34,(10.494.825.145.236),(2.598.443.833.743),34.0,-10494825145236.0,-2598443833743.0
Tiền trả cổ tức,Tiền trả cổ tức,Tiền trả cổ tức,46,(18.433.116.314),-,46.0,-18433116314.0,
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(1.072.070.071.668),(636.567.870.462),40.0,-1072070071668.0,-636567870462.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,120.320.368.232,97.432.096.350,50.0,120320368232.0,97432096350.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,396.377.371.528,298.570.004.281,60.0,396377371528.0,298570004281.0
Ảnh hưởng chênh lệch tỷ giá quy đổi ngoại tệ,Ảnh hưởng chênh lệch tỷ giá quy đổi ngoại tệ,Ảnh hưởng chênh lệch tỷ giá quy đổi ngoại tệ,61,(50.618.543),375.270.897,61.0,-50618543.0,375270897.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,4,516.647.121.217,70.0,4.0,516647121217.0
