row_label_raw,row_label_full,Chỉ tiêu,Năm 2019,numeric__Năm 2019
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,16.811.228.743.942,16811228743942.0
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,(169.533.689.051),-169533689051.0
