row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Income from trading of investment securities,Income from trading of investment securities,Income from trading of investment securities,"129,460,854,582","731,155,077,296",,
Expense from trading of investment securities,Expense from trading of investment securities,Expense from trading of investment securities,"(310,948,608,039)","(79,211,776,882)",,
Provision charged for investment securities,Provision charged for investment securities,Provision charged for investment securities,"(6,934,041,576)","(5,381,650,843)",,
,,,"(188,421,795,033)","646,561,649,571",,
