row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024VND,Ngày 31 tháng 12năm 2023VND,numeric__Ngày 31 tháng 12năm 2024VND,numeric__Ngày 31 tháng 12năm 2023VND
USD,USD,USD,"25.458,50","24.258,50",25458.5,24258.5
EUR,EUR,EUR,"26.620,50","26.843,50",26620.5,26843.5
GBP,GBP,GBP,"32.097,50","30.977,00",32097.5,30977.0
JPY,JPY,JPY,"163,55","172,43",163.55,172.43
CAD,CAD,CAD,"17.787,50","18.358,00",17787.5,18358.0
AUD,AUD,AUD,"15.915,00","16.569,00",15915.0,16569.0
SGD,SGD,SGD,"18.765,50","18.430,00",18765.5,18430.0
KRW,KRW,KRW,"18,31","19,74",18.31,19.74
CNY,CNY,CNY,"3.492,50","3.416,50",3492.5,3416.5
THB,THB,THB,"765,00","726,00",765.0,726.0
CHF,CHF,CHF,"28.613,00","29.240,00",28613.0,29240.0
NZD,NZD,NZD,"14.793,00","15.812,00",14793.0,15812.0
HKD,HKD,HKD,"3.334,00","3.156,00",3334.0,3156.0
SEK,SEK,SEK,"2.200,53","2.391,94",2200.53,2391.94
TWD,TWD,TWD,"876,37","890,59",876.37,890.59
XAU,XAU,XAU,"8.320.000,00","7.350.000,00",8320000.0,7350000.0
