row_label_raw,row_label_full,col_0,Ending balanceVND,Beginning balanceVND,numeric__Ending balanceVND,numeric__Beginning balanceVND
Certificates of deposits:,Certificates of deposits:,Certificates of deposits:,"10,379,800,000,000","6,931,500,000,000",,
- Under 12 months,- Under 12 months,- Under 12 months,"6,620,000,000,000","6,210,000,000,000",,
- From 12 months up to 5 years,- From 12 months up to 5 years,- From 12 months up to 5 years,"3,759,800,000,000","721,500,000,000",,
Bonds:,Bonds:,Bonds:,"33,630,912,500,000","30,876,825,000,000",,
- From 12 months up to 5 years,- From 12 months up to 5 years,- From 12 months up to 5 years,"32,000,000,000,000","29,050,000,000,000",,
- From 5 years and above,- From 5 years and above,- From 5 years and above,"1,630,912,500,000","1,826,825,000,000",,
,,,"44,010,712,500,000","37,808,325,000,000",,
