row_label_raw,row_label_full,col_0,Ending balanceVND,Beginning balanceVND,numeric__Ending balanceVND,numeric__Beginning balanceVND
Foreclosed assets of which ownership being transferred and waiting for settlement,Foreclosed assets of which ownership being transferred and waiting for settlement,Foreclosed assets of which ownership being transferred and waiting for settlement,"1,657,379,225,773","1,687,823,763,165",,
Prepaid expenses,Prepaid expenses,Prepaid expenses,"269,472,942,785","218,949,777,070",,
Materials and tools,Materials and tools,Materials and tools,"71,467,759,288","32,822,783,987",,
Other credit asset,Other credit asset,Other credit asset,"298,927,702","240,059,615",,
,,,"1,998,618,855,548","1,939,836,383,837",,
