row_label_raw,row_label_full,col_0,Thay đổi lãi suất,Ảnh hưởng đến kết quả thu nhập lãi thuần VND,numeric__Thay đổi lãi suất,numeric__Ảnh hưởng đến kết quả thu nhập lãi thuần VND
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,,
VND,Tại ngày 31 tháng 12 năm 2024 > VND,VND,"0,20%",(22.101.928.454),0.002,-22101928454.0
VND,Tại ngày 31 tháng 12 năm 2024 > VND,VND,"-0,20%",22.101.928.454,-0.002,22101928454.0
USD,Tại ngày 31 tháng 12 năm 2024 > USD,USD,"0,20%",2.459.292.765,0.002,2459292765.0
USD,Tại ngày 31 tháng 12 năm 2024 > USD,USD,"-0,20%",(2.459.292.765),-0.002,-2459292765.0
