row_label_raw,row_label_full,col_0,Total contract nominal value (at contractual exchange rate) VND,Total carrying value (at exchange rate as at reporting date),Total carrying value (at exchange rate as at reporting date)_1,numeric__Total contract nominal value (at contractual exchange rate) VND,numeric__Total carrying value (at exchange rate as at reporting date),numeric__Total carrying value (at exchange rate as at reporting date)_1
,,,Total contract nominal value (at contractual exchange rate) VND,Assets VND,Liabilities VND,,,
As at 31 December 2024,As at 31 December 2024,As at 31 December 2024,As at 31 December 2024,As at 31 December 2024,As at 31 December 2024,,,
Derivative financial instruments,Derivative financial instruments,Derivative financial instruments,Derivative financial instruments,Derivative financial instruments,Derivative financial instruments,,,
Foreign exchange forward contracts,Foreign exchange forward contracts,Foreign exchange forward contracts,"115,214,689,592","332,672,156",-,,,
Foreign exchange swap contracts,Foreign exchange swap contracts,Foreign exchange swap contracts,"68,222,986,950,000",-,"309,670,330,000",,,
Two currency interest rate exchange swap contracts,Two currency interest rate exchange swap contracts,Two currency interest rate exchange swap contracts,"1,226,000,000,000",-,"46,925,000,000",,,
,,,"69,564,201,639,592","332,672,156","356,595,330,000",,,
,,,,,"356,262,657,844",,,
As at 31 December 2023,As at 31 December 2023,As at 31 December 2023,As at 31 December 2023,As at 31 December 2023,As at 31 December 2023,,,
Derivative financial instruments,Derivative financial instruments,Derivative financial instruments,Derivative financial instruments,Derivative financial instruments,Derivative financial instruments,,,
Foreign exchange forward contracts,Foreign exchange forward contracts,Foreign exchange forward contracts,"70,575,046,875",-,"1,063,335,938",,,
Foreign exchange swap contracts,Foreign exchange swap contracts,Foreign exchange swap contracts,"76,097,542,836,181","42,536,901,303",-,,,
,,,"76,168,117,883,056","42,536,901,303","1,063,335,938",,,
,,,,"41,473,565,365",,,,
