row_label_raw,row_label_full,col_0,Ending balanceVND,Beginning balanceVND,numeric__Ending balanceVND,numeric__Beginning balanceVND
Available-for-sale securities,Available-for-sale securities,Available-for-sale securities,Available-for-sale securities,Available-for-sale securities,,
- Pledged at the SBV,- Pledged at the SBV,- Pledged at the SBV,"9,856,865,953,100","5,262,472,738,511",,
- Pledged at other credit institutions,- Pledged at other credit institutions,- Pledged at other credit institutions,"1,553,208,911,703","4,349,604,286,422",,
,,,"11,410,074,864,803","9,612,077,024,933",,
