row_label_raw,row_label_full,col_0,Ending balanceVND,Beginning balanceVND,numeric__Ending balanceVND,numeric__Beginning balanceVND
ReceivablesIn which:,ReceivablesIn which:,ReceivablesIn which:,"7,092,839,311,432","7,866,786,309,830",,
- Construction in progress and purchasing fixed assets,- Construction in progress and purchasing fixed assets,- Construction in progress and purchasing fixed assets,"1,878,312,346,743","1,917,476,997,184",,
- Other receivables,- Other receivables,- Other receivables,"5,214,526,964,689","5,949,309,312,646",,
Interest and fee receivable,Interest and fee receivable,Interest and fee receivable,"2,778,453,061,157","2,528,258,177,998",,
Other assets,Other assets,Other assets,"1,998,618,855,548","1,939,836,383,837",,
Provision for other assets,Provision for other assets,Provision for other assets,"(4,800,000,000)","(4,800,000,000)",,
,,,"11,865,111,228,137","12,330,080,871,665",,
