row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhân được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhân được,Thu nhập lãi và các khoản thu nhập tương tự nhân được,,17.695.416.911.444,17.929.055.213.599,,17695416911444.0,17929055213599.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(11.394.131.834.973),(9.438.709.686.228),,-11394131834973.0,-9438709686228.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,937.622.856.884,871.248.051.788,,937622856884.0,871248051788.0
"Chênh lệch số tiền thực thu/thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu/thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu/thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,131.716.277.329,1.042.504.616.013,,131716277329.0,1042504616013.0
Thu nhập khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,169.307.998.744,239.809.079.594,,169307998744.0,239809079594.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn dự phòng rủi ro",31,211.356.985.356,86.690.315.928,31.0,211356985356.0,86690315928.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(3.728.914.483.970),(3.110.171.374.359),,-3728914483970.0,-3110171374359.0
Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,22,(852.812.443.202),(865.017.764.120),22.0,-852812443202.0,-865017764120.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,3.169.562.267.612,6.755.408.452.215,,3169562267612.0,6755408452215.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
Giảm các khoản tiền gửi tại và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > Giảm các khoản tiền gửi tại và cho vay các TCTD khác,Giảm các khoản tiền gửi tại và cho vay các TCTD khác,,1.392.653.034.449,613.728.642.844,,1392653034449.0,613728642844.0
Tăng các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,,(12.304.212.806.941),(2.821.194.346.585),,-12304212806941.0,-2821194346585.0
Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,41.473.565.365,318.570.441.702,,41473565365.0,318570441702.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(28.166.325.747.460),(25.046.204.474.079),,-28166325747460.0,-25046204474079.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",10,(2.176.894.900.043),(703.276.451.916),10.0,-2176894900043.0,-703276451916.0
Giảm/(tăng) khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Giảm/(tăng) khác về tài sản hoạt động,Giảm/(tăng) khác về tài sản hoạt động,,818.531.294.940,(1.764.715.431.571),,818531294940.0,-1764715431571.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
Tăng/(giảm) các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > Tăng/(giảm) các khoản nợ Chính phủ và NHNN,Tăng/(giảm) các khoản nợ Chính phủ và NHNN,,3.375.141.098.577,(2.500.235.292.044),,3375141098577.0,-2500235292044.0
"Tăng các khoản tiền gửi, tiền vay các TCTD","Những thay đổi về công nợ hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản tiền gửi, tiền vay các TCTD",,13.968.416.009.731,8.401.222.337.334,,13968416009731.0,8401222337334.0
Tăng tiền gửi của khách hàng,Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,16.513.831.069.353,23.742.743.108.336,,16513831069353.0,23742743108336.0
Tăng phát hành giấy tờ có giá,Những thay đổi về công nợ hoạt động > Tăng phát hành giấy tờ có giá,Tăng phát hành giấy tờ có giá,,6.202.387.500.000,5.785.587.500.000,,6202387500000.0,5785587500000.0
"Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,1.583.888.255.582,1.189.720.863.332,,1583888255582.0,1189720863332.0
Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về công nợ hoạt động > Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,356.262.657.844,-,,356262657844.0,
(Giảm)/tăng khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giảm)/tăng khác về công nợ hoạt động,(Giảm)/tăng khác về công nợ hoạt động,,(2.507.932.329.937),2.670.662.148.197,,-2507932329937.0,2670662148197.0
Chi từ các quỹ của tổ chức tín dụng,Những thay đổi về công nợ hoạt động > Chi từ các quỹ của tổ chức tín dụng,Chi từ các quỹ của tổ chức tín dụng,21,(10.462.000.000),(6.547.777.779),21.0,-10462000000.0,-6547777779.0
