row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.073.464.718.082,997.503.692.240,1073464718082.0,997503692240.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,373.139.811.914,241.040.004.995,373139811914.0,241040004995.0
Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,193.826.733.064,197.182.841.756,193826733064.0,197182841756.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,69.975.062.323,59.217.979.068,69975062323.0,59217979068.0
Dịch vụ bảo quản tài sản,Dịch vụ bảo quản tài sản,Dịch vụ bảo quản tài sản,1.687.961.818,7.704.020.910,1687961818.0,7704020910.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,1.429.274.311,1.672.052.424,1429274311.0,1672052424.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,433.405.874.652,490.686.793.087,433405874652.0,490686793087.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(142.483.258.293),(115.440.748.295),-142483258293.0,-115440748295.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,(16.300.772.986),(12.249.439.560),-16300772986.0,-12249439560.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(8.414.886.227),(5.908.081.000),-8414886227.0,-5908081000.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(2.098.543.589),(3.124.292.713),-2098543589.0,-3124292713.0
Chi phí bưu điện về mạng viễn thông,Chi phí bưu điện về mạng viễn thông,Chi phí bưu điện về mạng viễn thông,(1.991.694.822),(924.118.037),-1991694822.0,-924118037.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,(1.104.051.718),(997.012.664),-1104051718.0,-997012664.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(112.573.308.951),(92.237.804.321),-112573308951.0,-92237804321.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,930.981.459.789,882.062.943.945,930981459789.0,882062943945.0
