row_label_raw,row_label_full,col_0,Ending balance VND,Beginning balance VND,numeric__Ending balance VND,numeric__Beginning balance VND
Interest payables for deposits,Interest payables for deposits,Interest payables for deposits,"1,915,957,260,135","3,485,832,123,580",,
Interest payables for valuable papers issued,Interest payables for valuable papers issued,Interest payables for valuable papers issued,"667,856,341,095","1,074,899,210,404",,
Interest payables for other borrowed and entrusted fund,Interest payables for other borrowed and entrusted fund,Interest payables for other borrowed and entrusted fund,"46,437,551,559","61,676,289,116",,
Interest payables for borrowings,Interest payables for borrowings,Interest payables for borrowings,"13,967,980,534","7,121,283,749",,
Interest payables for derivative financial instruments,Interest payables for derivative financial instruments,Interest payables for derivative financial instruments,"10,756,182,880","64,646,292,428",,
,,,"2,654,975,316,203","4,694,175,199,277",,
