row_label_raw,row_label_full,Số đầu năm > Tăng trong năm,Năm nay VND > 1.917.476.997.184 > 172.413.482.620,Năm trước VND > 3.029.310.545.444 > 324.466.167.104,numeric__Năm nay VND > 1.917.476.997.184 > 172.413.482.620,numeric__Năm trước VND > 3.029.310.545.444 > 324.466.167.104
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(77.433.247.520),(19.274.923.817),-77433247520.0,-19274923817.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(41.989.340.771),(4.337.592.240),-41989340771.0,-4337592240.0
Chuyển sang tài sản khác,Chuyển sang tài sản khác,Chuyển sang tài sản khác,(92.112.248.770),(62.687.199.307),-92112248770.0,-62687199307.0
Hoàn tiền tài sản,Hoàn tiền tài sản,Hoàn tiền tài sản,(43.296.000),(1.350.000.000.000),-43296000.0,-1350000000000.0
Số cuối năm,Số cuối năm,Số cuối năm,1.878.312.346.743,1.917.476.997.184,1878312346743.0,1917476997184.0
