row_label_raw,row_label_full,col_0,31 December 2024,31 December 2024_1,numeric__31 December 2024,numeric__31 December 2024_1
,,,% p.a.,% p.a.,,
"Borrowings through discount, rediscount valuable papers","Borrowings through discount, rediscount valuable papers","Borrowings through discount, rediscount valuable papers",3.90,-,390.0,
Borrowings under credit documents,Borrowings under credit documents,Borrowings under credit documents,3.30,3.50,330.0,350.0
