row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024%/năm,Ngày 31 tháng 12năm 2023%/năm,numeric__Ngày 31 tháng 12năm 2024%/năm,numeric__Ngày 31 tháng 12năm 2023%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"3,80 - 5,30","0,90 - 5,00",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"4,40 - 5,05","5,00 - 5,50",,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"4,40 - 4,50","2,40 - 9,16",,
