row_label_raw,row_label_full,col_0,31/12/2019Triệu VND,31/12/2018Triệu VND,numeric__31/12/2019Triệu VND,numeric__31/12/2018Triệu VND
Chi phí xây dựng cơ bản dở dang (i),Chi phí xây dựng cơ bản dở dang (i),Chi phí xây dựng cơ bản dở dang (i),Chi phí xây dựng cơ bản dở dang (i),Chi phí xây dựng cơ bản dở dang (i),,
▪ Tạm ứng mua sắm bắt động sản,Chi phí xây dựng cơ bản dở dang (i) > ▪ Tạm ứng mua sắm bắt động sản,▪ Tạm ứng mua sắm bắt động sản,153.848,187.909,153848.0,187909.0
▪ Chi phí xây dựng công trình,Chi phí xây dựng cơ bản dở dang (i) > ▪ Chi phí xây dựng công trình,▪ Chi phí xây dựng công trình,259.567,261.354,259567.0,261354.0
▪ Tạm ứng mua sắm tài sản khác,Chi phí xây dựng cơ bản dở dang (i) > ▪ Tạm ứng mua sắm tài sản khác,▪ Tạm ứng mua sắm tài sản khác,20.053,-,20053.0,
,,,433.468,449.263,433468.0,449263.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,,
▪ Tạm ứng cho các cá nhân (ii),Các khoản phải thu > ▪ Tạm ứng cho các cá nhân (ii),▪ Tạm ứng cho các cá nhân (ii),380.699,265.358,380699.0,265358.0
▪ Các khoản phải thu từ hoạt động thanh toán thẻ,Các khoản phải thu > ▪ Các khoản phải thu từ hoạt động thanh toán thẻ,▪ Các khoản phải thu từ hoạt động thanh toán thẻ,274.245,55.477,274245.0,55477.0
▪ Đặt cọc thuê nhà và ký quỹ hoạt động khác,Các khoản phải thu > ▪ Đặt cọc thuê nhà và ký quỹ hoạt động khác,▪ Đặt cọc thuê nhà và ký quỹ hoạt động khác,45.213,29.083,45213.0,29083.0
▪ Phải thu từ chuyển nhượng cổ phần (iii),Các khoản phải thu > ▪ Phải thu từ chuyển nhượng cổ phần (iii),▪ Phải thu từ chuyển nhượng cổ phần (iii),39.130,119.130,39130.0,119130.0
▪ Các khoản phải thu từ cho vay hỗ trợ lãi suất,Các khoản phải thu > ▪ Các khoản phải thu từ cho vay hỗ trợ lãi suất,▪ Các khoản phải thu từ cho vay hỗ trợ lãi suất,38.451,38.451,38451.0,38451.0
▪ Phải thu các cá nhân (iv),Các khoản phải thu > ▪ Phải thu các cá nhân (iv),▪ Phải thu các cá nhân (iv),34.840,34.261,34840.0,34261.0
▪ Tạm ứng hoạt động nghiệp vụ,Các khoản phải thu > ▪ Tạm ứng hoạt động nghiệp vụ,▪ Tạm ứng hoạt động nghiệp vụ,33.178,56.617,33178.0,56617.0
▪ Thuế thu nhập doanh nghiệp nộp ở nước ngoài chờ tất toán,Các khoản phải thu > ▪ Thuế thu nhập doanh nghiệp nộp ở nước ngoài chờ tất toán,▪ Thuế thu nhập doanh nghiệp nộp ở nước ngoài chờ tất toán,12.219,23.898,12219.0,23898.0
▪ Thuế giá trị gia tăng được khấu trừ,Các khoản phải thu > ▪ Thuế giá trị gia tăng được khấu trừ,▪ Thuế giá trị gia tăng được khấu trừ,11.559,10.262,11559.0,10262.0
▪ Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 19),Các khoản phải thu > ▪ Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 19),▪ Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 19),6.343,65.284,6343.0,65284.0
▪ Phải thu cổ tức bằng tiền mặt,Các khoản phải thu > ▪ Phải thu cổ tức bằng tiền mặt,▪ Phải thu cổ tức bằng tiền mặt,5.865,5.865,5865.0,5865.0
▪ Phải thu gốc và lãi trái phiếu Chính phủ đã đáo hạn,Các khoản phải thu > ▪ Phải thu gốc và lãi trái phiếu Chính phủ đã đáo hạn,▪ Phải thu gốc và lãi trái phiếu Chính phủ đã đáo hạn,-,158.550,,158550.0
▪ Các khoản phải thu khác,Các khoản phải thu > ▪ Các khoản phải thu khác,▪ Các khoản phải thu khác,38.338,56.051,38338.0,56051.0
,,,920.080,918.287,920080.0,918287.0
"Các khoản lãi, phí phải thu","Các khoản phải thu > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",1.195.201,1.188.031,1195201.0,1188031.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,,
▪ Tài sản thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm đã chuyển quyền sở hữu cho TCTD chờ xử lý,Tài sản Có khác > ▪ Tài sản thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm đã chuyển quyền sở hữu cho TCTD chờ xử lý,▪ Tài sản thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm đã chuyển quyền sở hữu cho TCTD chờ xử lý,725.362,1.048.171,725362.0,1048171.0
▪ Chi phí chờ phân bổ,Tài sản Có khác > ▪ Chi phí chờ phân bổ,▪ Chi phí chờ phân bổ,46.158,75.274,46158.0,75274.0
"▪ Vật liệu, công cụ lao động","Tài sản Có khác > ▪ Vật liệu, công cụ lao động","▪ Vật liệu, công cụ lao động",14.885,15.691,14885.0,15691.0
▪ Thanh toán giữa các tổ chức tín dụng,Tài sản Có khác > ▪ Thanh toán giữa các tổ chức tín dụng,▪ Thanh toán giữa các tổ chức tín dụng,26.367,-,26367.0,
,,,812.772,1.139.136,812772.0,1139136.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác (v),Tài sản Có khác > Dự phòng rủi ro cho các tài sản Có nội bằng khác (v),Dự phòng rủi ro cho các tài sản Có nội bằng khác (v),(422.979),(307.638),-422979.0,-307638.0
,,,2.938.542,3.387.079,2938542.0,3387079.0
