row_label_raw,row_label_full,col_0,Khu vực Miền Bắc Triệu VND,Khu vực Miền Trung Triệu VND,Khu vực Miền Nam Triệu VND,Loại trừ Triệu VND,Tổng Triệu VND,numeric__Khu vực Miền Bắc Triệu VND,numeric__Khu vực Miền Trung Triệu VND,numeric__Khu vực Miền Nam Triệu VND,numeric__Loại trừ Triệu VND,numeric__Tổng Triệu VND
Tài sản,Tài sản,Tài sản,,,,,,,,,,
"Tiền mặt, vàng","Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",506.563,311.194,1.812.526,-,2.630.283,506563.0,311194.0,1812526.0,,2630283.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,21.268,5.493,3.417.260,-,3.444.021,21268.0,5493.0,3417260.0,,3444021.0
Tài sản khác,Tài sản > Tài sản khác,Tài sản khác,26.819.326,15.914.303,129.789.618,(11.059.233),161.464.014,26819326.0,15914303.0,129789618.0,-11059233.0,161464014.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,
Nợ phải trả khách hàng bên ngoài,Nợ phải trả > Nợ phải trả khách hàng bên ngoài,Nợ phải trả khách hàng bên ngoài,(26.565.547),(10.148.481),(111.249.098),-,(147.963.126),-26565547.0,-10148481.0,-111249098.0,,-147963126.0
Nợ phải trả nội bộ,Nợ phải trả > Nợ phải trả nội bộ,Nợ phải trả nội bộ,(12),(19),(44.254),-,(44.285),-12.0,-19.0,-44254.0,,-44285.0
Nợ phải trả khác,Nợ phải trả > Nợ phải trả khác,Nợ phải trả khác,(798.506),(5.902.220),(8.140.101),11.059.233,(3.781.594),-798506.0,-5902220.0,-8140101.0,11059233.0,-3781594.0
