row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị theo hợp đồng – gộpTriệu VND,31/12/2019 > Tiền gửi ký quỹTriệu VND,31/12/2019 > Giá trị theo hợp đồng – thuầnTriệu VND,31/12/2018 > Giá trị theo hợp đồng – gộpTriệu VND,31/12/2018 > Tiền gửi ký quỹTriệu VND,numeric__31/12/2019 > Giá trị theo hợp đồng – gộpTriệu VND,numeric__31/12/2019 > Tiền gửi ký quỹTriệu VND,numeric__31/12/2019 > Giá trị theo hợp đồng – thuầnTriệu VND,numeric__31/12/2018 > Giá trị theo hợp đồng – gộpTriệu VND,numeric__31/12/2018 > Tiền gửi ký quỹTriệu VND
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,192,-,192,2,-,192.0,,192.0,2.0,
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,134.488.678,-,134.488.678,94.070.917,-,134488678.0,,134488678.0,94070917.0,
Trong đó:,Trong đó:,Trong đó:,,,,,,,,,,
▪ Cam kết mua ngoại tệ,Trong đó: > ▪ Cam kết mua ngoại tệ,▪ Cam kết mua ngoại tệ,2.297.294,-,2.297.294,3.377.444,-,2297294.0,,2297294.0,3377444.0,
▪ Cam kết bán ngoại tệ,Trong đó: > ▪ Cam kết bán ngoại tệ,▪ Cam kết bán ngoại tệ,1.344.152,-,1.344.152,345.075,-,1344152.0,,1344152.0,345075.0,
▪ Cam kết giao dịch hoán đổi tiền tệ,Trong đó: > ▪ Cam kết giao dịch hoán đổi tiền tệ,▪ Cam kết giao dịch hoán đổi tiền tệ,130.847.232,-,130.847.232,90.348.398,-,130847232.0,,130847232.0,90348398.0,
Cam kết trong nghiệp vụ L/C,Trong đó: > Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,3.926.618,(130.155),3.796.463,3.710.711,(122.387),3926618.0,-130155.0,3796463.0,3710711.0,-122387.0
Bảo lãnh khác,Trong đó: > Bảo lãnh khác,Bảo lãnh khác,5.595.009,(239.262),5.355.747,3.258.222,(177.074),5595009.0,-239262.0,5355747.0,3258222.0,-177074.0
Cam kết khác,Trong đó: > Cam kết khác,Cam kết khác,168.903,-,168.903,169.231,-,168903.0,,168903.0,169231.0,
