row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018,Quá hạn > Trên 3 thángTriệu VND,Quá hạn > Đến 3 thángTriệu VND,Trong hạn > Đến 1 thángTriệu VND,Trong hạn > Từ trên 1 đến3 thángTriệu VND,Trong hạn > Từ trên 3 đến12 thángTriệu VND,Trong hạn > Từ trên 1 đến5 nămTriệu VND,Trong hạn > Trên 5 nămTriệu VND,TổngTriệu VND,numeric__Quá hạn > Trên 3 thángTriệu VND,numeric__Quá hạn > Đến 3 thángTriệu VND,numeric__Trong hạn > Đến 1 thángTriệu VND,numeric__Trong hạn > Từ trên 1 đến3 thángTriệu VND,numeric__Trong hạn > Từ trên 3 đến12 thángTriệu VND,numeric__Trong hạn > Từ trên 1 đến5 nămTriệu VND,numeric__Trong hạn > Trên 5 nămTriệu VND,numeric__TổngTriệu VND
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,
"Tiền mặt, vàng","Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",-,-,2.356.198,-,-,-,-,2.356.198,,,2356198.0,,,,,2356198.0
Tiền gửi tại NHNNVN,Tài sản > Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,-,-,6.412.125,-,-,-,-,6.412.125,,,6412125.0,,,,,6412125.0
Tiền gửi và cho vay các tổ chức tín dụng khác,Tài sản > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,-,-,16.556.762,2.494.102,-,-,-,19.050.864,,,16556762.0,2494102.0,,,,19050864.0
Cho vay khách hàng – gộp,Tài sản > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,1.921.009,626.702,7.965.227,16.117.635,21.547.993,13.136.764,42.727.247,104.042.577,1921009.0,626702.0,7965227.0,16117635.0,21547993.0,13136764.0,42727247.0,104042577.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,-,-,225.957,652.139,3.364.043,9.115.914,3.815.267,17.173.320,,,225957.0,652139.0,3364043.0,9115914.0,3815267.0,17173320.0
"Góp vốn, đầu tư dài hạn – gộp","Tài sản > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",-,-,-,-,-,-,110.566,110.566,,,,,,,110566.0,110566.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,11,481,5.406,189.884,3.363.108,3.558.890,,,11.0,481.0,5406.0,189884.0,3363108.0,3558890.0
Tài sản Có khác – gộp,Tài sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,314.060,-,1.561.886,99.067,370.762,1.348.942,-,3.694.717,314060.0,,1561886.0,99067.0,370762.0,1348942.0,,3694717.0
Tổng tài sản (1),Tài sản > Tổng tài sản (1),Tổng tài sản (1),2.235.069,626.702,35.078.166,19.363.424,25.288.204,23.791.504,50.016.188,156.399.257,2235069.0,626702.0,35078166.0,19363424.0,25288204.0,23791504.0,50016188.0,156399257.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Các khoản nợ NHNNVN,Nợ phải trả > Các khoản nợ NHNNVN,Các khoản nợ NHNNVN,-,-,3.422,24.384,21.521,-,-,49.327,,,3422.0,24384.0,21521.0,,,49327.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,-,-,7.095.818,6.470.180,2.445.066,-,-,16.011.064,,,7095818.0,6470180.0,2445066.0,,,16011064.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,36.420.920,29.190.609,40.046.136,13.035.923,281,118.693.869,,,36420920.0,29190609.0,40046136.0,13035923.0,281.0,118693869.0
Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,59.258,-,-,-,-,59.258,,,59258.0,,,,,59258.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,2.559.993,53.652,215.906,125.460,-,2.955.011,,,2559993.0,53652.0,215906.0,125460.0,,2955011.0
Tổng nợ phải trả (2),Nợ phải trả > Tổng nợ phải trả (2),Tổng nợ phải trả (2),-,-,46.139.411,35.738.825,42.728.629,13.161.383,281,137.768.529,,,46139411.0,35738825.0,42728629.0,13161383.0,281.0,137768529.0
Mức chênh thanh khoản ròng [(3)=(1)-(2)],Nợ phải trả > Mức chênh thanh khoản ròng [(3)=(1)-(2)],Mức chênh thanh khoản ròng [(3)=(1)-(2)],2.235.069,626.702,(11.061.245),(16.375.401),(17.440.425),10.630.121,50.015.907,18.630.728,2235069.0,626702.0,-11061245.0,-16375401.0,-17440425.0,10630121.0,50015907.0,18630728.0
