row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2019 Triệu VND,31/12/2018 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2019 Triệu VND,numeric__31/12/2018 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,,
B,B,B,NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Ngân hàng Nhà nước Việt Nam,15,41.479,49.327,,15.0,41479.0,49327.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,16,8.643.183,16.011.064,,16.0,8643183.0,16011064.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,8.063.808,10.571.394,,,8063808.0,10571394.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,579.375,5.439.670,,,579375.0,5439670.0
III,B > III,III,Tiền gửi của khách hàng,17,139.278.464,118.693.869,,17.0,139278464.0,118693869.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,7,-,59.258,,7.0,,59258.0
VI,VI,VI,Phát hành giấy tờ có giá,,-,-,,,,
VII,VI > VII,VII,Các khoản nợ khác,18,3.825.879,2.955.011,,18.0,3825879.0,2955011.0
1,VI > 1,1,"Các khoản lãi, phí phải trả",,3.039.261,2.190.807,,,3039261.0,2190807.0
3,VI > 3,3,Các khoản phải trả và công nợ khác,,786.618,675.414,,,786618.0,675414.0
4,VI > 4,4,Dự phòng rủi ro khác,,-,88.790,,,,88790.0
,,,TỔNG NỘ PHẢI TRẢ,,151.789.005,137.768.529,,,151789005.0,137768529.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,VI > VIII,VIII,Vốn chủ sở hữu,20,15.749.313,14.883.534,,20.0,15749313.0,14883534.0
1,VI > 1,1,Vốn,,12.448.674,12.448.674,,,12448674.0,12448674.0
a,VI > a,a,Vốn điều lệ,,12.355.229,12.355.229,,,12355229.0,12355229.0
b,VI > b,b,"Vốn đầu tư xây dựng cơ bản, mua sắm tài sản cố định",,15.396,15.396,,,15396.0,15396.0
c,VI > c,c,Thặng dư vốn cổ phần,,156.322,156.322,,,156322.0,156322.0
d,VI > d,d,Cổ phiếu quỹ,,(78.273),(78.273),,,-78273.0,-78273.0
2,VI > 2,2,Các quỹ,,1.815.129,1.685.786,,,1815129.0,1685786.0
5,VI > 5,5,Lợi nhuận chưa phân phối,,1.485.510,749.074,,,1485510.0,749074.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,15.749.313,14.883.534,,,15749313.0,14883534.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,167.538.318,152.652.063,,,167538318.0,152652063.0
