row_label_raw,row_label_full,col_0,col_1,2019Triệu VND,2018Triệu VND,numeric__col_1,numeric__2019Triệu VND,numeric__2018Triệu VND
,,,,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
01,01,01,Mua sắm tài sản cố định,(140.971),(181.232),,-140971.0,-181232.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",442.281,104.229,,442281.0,104229.0
08,08,08,"Tiền thu từ thanh lý đầu tư, góp vốn vào đơn vị khác",-,1.736.285,,,1736285.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn",4.659,1.679,,4659.0,1679.0
II,II,II,LU'U CHUYÊN TIỀN THUÀN TỪ HOẠT ĐỘNGĐẦU TƯ,305.969,1.660.961,,305969.0,1660961.0
II,II,II,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
04,II > 04,04,Cổ tức trả cho cổ đông,-,(10),,,-10.0
III,II > III,III,LU'U CHUYÊN TIỀN THUÀN TỪ HOẠT ĐỘNGTÀI CHÍNH,-,(10),,,-10.0
IV,II > IV,IV,LU'U CHUYÊN TIỀN THUÀN TRONG NĂM,6.406.334,5.014.096,,6406334.0,5014096.0
V,II > V,V,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNGTIỀN TẠI THỜI ĐIỂM ĐẦU NĂM,27.819.187,22.805.091,,27819187.0,22805091.0
VII,II > VII,VII,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNGTIỀN TẠI THỜI ĐIỂM CUỐI NĂM(THUYẾT MINH 31),34.225.521,27.819.187,,34225521.0,27819187.0
