row_label_raw,row_label_full,1/1/2019 VND,Thuế GTGT đầu ra VND,Số phát sinh trong năm VND,Số đã nộp/được hoàn trong năm VND,Bù trừ với thuế GTGT đầu vào/ số phải thu VND,31/12/2019 VND,numeric__Thuế GTGT đầu ra VND,numeric__Số phát sinh trong năm VND,numeric__Số đã nộp/được hoàn trong năm VND,numeric__Bù trừ với thuế GTGT đầu vào/ số phải thu VND,numeric__31/12/2019 VND
294.320.366,294.320.366,294.320.366,-,6.114.369.746,(6.168.978.222),-,239.711.890,,6114369746.0,-6168978222.0,,239711890.0
-,-,-,-,8.000.000,(8.000.000),-,-,,8000000.0,-8000000.0,,
-,-,-,-,3.000.000,(3.000.000),-,-,,3000000.0,-3000000.0,,
-,-,-,-,1.000.000,(1.000.000),-,-,,1000000.0,-1000000.0,,
-,-,-,-,1.000.000,(1.000.000),-,-,,1000000.0,-1000000.0,,
-,-,-,-,1.000.000,(1.000.000),-,-,,1000000.0,-1000000.0,,
-,-,-,-,1.000.000,(1.000.000),-,-,,1000000.0,-1000000.0,,
-,-,-,-,1.000.000,(1.000.000),-,-,,1000000.0,-1000000.0,,
294.320.366,294.320.366,294.320.366,-,6.106.369.746,(6.160.978.222),-,239.711.890,,6106369746.0,-6160978222.0,,239711890.0
269.525.871,269.525.871,269.525.871,-,5.839.845.736,(5.943.627.701),-,165.743.906,,5839845736.0,-5943627701.0,,165743906.0
6.192.207,6.192.207,6.192.207,-,122.003.790,(61.472.506),-,66.723.491,,122003790.0,-61472506.0,,66723491.0
14.580.507,14.580.507,14.580.507,-,69.490.812,(81.541.319),-,2.530.000,,69490812.0,-81541319.0,,2530000.0
-,-,-,-,33.390.441,(33.390.441),-,-,,33390441.0,-33390441.0,,
-,-,-,-,6.673.962,(6.673.962),-,-,,6673962.0,-6673962.0,,
-,-,-,-,2.339.097,(2.339.097),-,-,,2339097.0,-2339097.0,,
4.021.781,4.021.781,4.021.781,-,32.625.908,(31.933.196),-,4.714.493,,32625908.0,-31933196.0,,4714493.0
-,-,-,-,12.750.335.189,(12.750.335.189),-,-,,12750335189.0,-12750335189.0,,
-,-,-,-,10.053.373.898,(10.053.373.898),-,-,,10053373898.0,-10053373898.0,,
-,-,-,-,2.696.961.291,(2.696.961.291),-,-,,2696961291.0,-2696961291.0,,
1.089.591.843,1.089.591.843,1.089.591.843,49.041.809.553,20.040.683.710,(23.409.699.846),(39.313.564.843),7.448.820.417,49041809553.0,20040683710.0,-23409699846.0,-39313564843.0,7448820417.0
