row_label_raw,row_label_full,– Vinatex,– Vinatex_1,– Vinatex_2,numeric__– Vinatex_1,numeric__– Vinatex_2
Cung cấp dịch vụ,Cung cấp dịch vụ,Cung cấp dịch vụ,59.040.000,39.360.000,59040000.0,39360000.0
Bán hàng hóa,Bán hàng hóa,Bán hàng hóa,305.196.860,-,305196860.0,
Điều chỉnh giảm khoản đầu tư,Điều chỉnh giảm khoản đầu tư,Điều chỉnh giảm khoản đầu tư,-,1.973.551.086,,1973551086.0
