row_label_raw,row_label_full,col_0,2019VND,2018VND,numeric__2019VND,numeric__2018VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,38.305.196.486,42.881.527.796,38305196486.0,42881527796.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,11.982.082.016,12.716.534.102,11982082016.0,12716534102.0
Chi phí thuê đất và nhà cửa,Chi phí thuê đất và nhà cửa,Chi phí thuê đất và nhà cửa,21.659.231.776,18.337.397.924,21659231776.0,18337397924.0
Công tác phí,Công tác phí,Công tác phí,5.060.960.689,7.228.392.802,5060960689.0,7228392802.0
"Chi phí thuế, phí và lệ phí","Chi phí thuế, phí và lệ phí","Chi phí thuế, phí và lệ phí",558.692.243,2.565.462.582,558692243.0,2565462582.0
"Chi phí điện, nước, điện thoại","Chi phí điện, nước, điện thoại","Chi phí điện, nước, điện thoại",1.607.685.575,1.491.674.861,1607685575.0,1491674861.0
"Chi phí tư vấn, dịch vụ chuyên môn","Chi phí tư vấn, dịch vụ chuyên môn","Chi phí tư vấn, dịch vụ chuyên môn",2.089.105.764,2.784.612.295,2089105764.0,2784612295.0
Dự phòng khoản phải thu khó đòi,Dự phòng khoản phải thu khó đòi,Dự phòng khoản phải thu khó đòi,-,9.425.901.057,,9425901057.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,35.201.380.476,55.462.442.284,35201380476.0,55462442284.0
,,,116.464.335.025,152.893.945.703,116464335025.0,152893945703.0
