row_label_raw,row_label_full,col_0,2018VND(điều chỉnh lại),2018VND(theo báo cáotrước đây),numeric__2018VND(điều chỉnh lại),numeric__2018VND(theo báo cáotrước đây)
Doanh thu tài chính,Doanh thu tài chính,Doanh thu tài chính,559.659.233.052,518.150.348.693,559659233052.0,518150348693.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,103.851.759.324,62.342.874.965,103851759324.0,62342874965.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,77.882.329.851,36.373.445.492,77882329851.0,36373445492.0
