row_label_raw,row_label_full,Cổ tức,16.320.000.000,16.320.000.000_1,numeric__16.320.000.000,numeric__16.320.000.000_1
Doanh thu cho thuê tài sản và cung cấp dịch vụ,Doanh thu cho thuê tài sản và cung cấp dịch vụ,Doanh thu cho thuê tài sản và cung cấp dịch vụ,5.425.885.600,4.165.250.000,5425885600.0,4165250000.0
Mua dịch vụ,Mua dịch vụ,Mua dịch vụ,,-,,
