row_label_raw,row_label_full,col_0,Nămđáo hạn,31/12/2019VND,1/1/2019VND,numeric__Nămđáo hạn,numeric__31/12/2019VND,numeric__1/1/2019VND
Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,,,
Tổng Công ty Cổ phần Phong Phú (i),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Phong Phú (i),Tổng Công ty Cổ phần Phong Phú (i),2035,540.669.402.390,541.018.521.677,2035.0,540669402390.0,541018521677.0
Tổng Công ty Cổ phần Dệt May Hà Nội (i) – công ty con cấp 2,Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Dệt May Hà Nội (i) – công ty con cấp 2,Tổng Công ty Cổ phần Dệt May Hà Nội (i) – công ty con cấp 2,2035,220.891.692.177,221.034.325.642,2035.0,220891692177.0,221034325642.0
Tổng Công ty Cổ phần Dệt May Hòa Thọ (i),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Dệt May Hòa Thọ (i),Tổng Công ty Cổ phần Dệt May Hòa Thọ (i),2035,217.495.709.395,217.636.150.017,2035.0,217495709395.0,217636150017.0
Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 1 (i),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 1 (i),Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 1 (i),2036,136.808.523.325,136.896.862.879,2036.0,136808523325.0,136896862879.0
Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 2 (ii),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 2 (ii),Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 2 (ii),2022,32.000.000.000,48.000.000.000,2022.0,32000000000.0,48000000000.0
Công ty Cổ phần Dệt May Huế (i),Phải thu về cho vay các công ty con > Công ty Cổ phần Dệt May Huế (i),Công ty Cổ phần Dệt May Huế (i),2035,82.638.474.478,82.691.835.524,2035.0,82638474478.0,82691835524.0
Công ty TNHH Một thành viên Dệt 8-3 – công ty con cấp 2 (i),Phải thu về cho vay các công ty con > Công ty TNHH Một thành viên Dệt 8-3 – công ty con cấp 2 (i),Công ty TNHH Một thành viên Dệt 8-3 – công ty con cấp 2 (i),2035,77.256.482.337,77.306.368.141,2035.0,77256482337.0,77306368141.0
Công ty TNHH Một thành viên Dệt 8-3 – công ty con cấp 2 (iii),Phải thu về cho vay các công ty con > Công ty TNHH Một thành viên Dệt 8-3 – công ty con cấp 2 (iii),Công ty TNHH Một thành viên Dệt 8-3 – công ty con cấp 2 (iii),2021,38.576.562.952,76.576.562.952,2021.0,38576562952.0,76576562952.0
Công ty TNHH Một thành viên Dệt Kim Đông Xuân (i),Phải thu về cho vay các công ty con > Công ty TNHH Một thành viên Dệt Kim Đông Xuân (i),Công ty TNHH Một thành viên Dệt Kim Đông Xuân (i),2035,61.204.373.698,61.243.894.387,2035.0,61204373698.0,61243894387.0
,,,,1.407.541.220.752,1.462.404.521.219,,1407541220752.0,1462404521219.0
