row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2019 VND,2018 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__2019 VND,numeric__2018 VND Đã điều chỉnh lại
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
"Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",21,,(54.296.372.527),(113.558.961.051),21.0,,-54296372527.0,-113558961051.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định và tài sản dài hạn khác","Tiền thu từ thanh lý, nhượng bán tài sản cố định và tài sản dài hạn khác",22,,473.092.673,139.100.000,22.0,,473092673.0,139100000.0
"Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác",23,,(1.866.958.000.000),(46.799.700.000),23.0,,-1866958000000.0,-46799700000.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác",24,,765.770.042.156,180.009.149.410,24.0,,765770042156.0,180009149410.0
Tiền chi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,25,,(20.800.000.000),(13.000.000.000),25.0,,-20800000000.0,-13000000000.0
Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,26,,73.597.760.000,983.434.274,26.0,,73597760000.0,983434274.0
"Tiền thu lãi tiền gửi, cho vay và cổ tức","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi, cho vay và cổ tức","Tiền thu lãi tiền gửi, cho vay và cổ tức",27,,573.902.269.790,394.332.842.534,27.0,,573902269790.0,394332842534.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(528.311.207.908),402.105.865.167,30.0,,-528311207908.0,402105865167.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,,569.712.955.800,660.307.171.892,33.0,,569712955800.0,660307171892.0
Tiền trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(611.257.219.076),(710.745.431.230),34.0,,-611257219076.0,-710745431230.0
Tiền trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả cổ tức,Tiền trả cổ tức,36,,(349.925.592.500),(199.986.447.000),36.0,,-349925592500.0,-199986447000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(391.469.855.776),(250.424.706.338),40.0,,-391469855776.0,-250424706338.0
