row_label_raw,row_label_full,STT,Đơn vị,Tổng doanh thu2019VND,Chi tiết doanh thu > Doanh thu bán hàng và cung cấp dịch vụ2019VND,Chi tiết doanh thu > Doanh thu hoạt động tài chính2019VND,Chi tiết doanh thu > Thu nhập khác2019VND,Lợi nhuận/(lỗ)sau thuế TNDN2019VND,numeric__Đơn vị,numeric__Tổng doanh thu2019VND,numeric__Chi tiết doanh thu > Doanh thu bán hàng và cung cấp dịch vụ2019VND,numeric__Chi tiết doanh thu > Doanh thu hoạt động tài chính2019VND,numeric__Chi tiết doanh thu > Thu nhập khác2019VND,numeric__Lợi nhuận/(lỗ)sau thuế TNDN2019VND
1,1,1,Văn phòng Công ty mẹ,717.630.498.884,218.646.094.444,498.500.059.791,484.344.649,354.335.515.244,,717630498884.0,218646094444.0,498500059791.0,484344649.0,354335515244.0
2,2,2,Các đơn vị phụ thuộc,,,,,,,,,,,
2,2,2,Trung tâm xử lý nước thải KCN,,,,,,,,,,,
2,2 > 2,2,Dệt May Phố Nói,45.408,-,45.408,-,(263.314.906),,45408.0,,45408.0,,-263314906.0
2,2,2,Chi nhánh Tập đoàn Đệt May,,,,,,,,,,,
2,2 > 2,2,Việt Nam tại TP. Hồ Chí Minh,6.684.974.277,6.263.649.511,266.779.312,154.545.454,905.936.217,,6684974277.0,6263649511.0,266779312.0,154545454.0,905936217.0
2,2 > 2,2,Xí nghiệp May Vinatex Quảng Ngãi,21.942.930,-,10.128,21.932.802,(197.796),,21942930.0,,10128.0,21932802.0,-197796.0
2,2 > 2,2,Nhà máy Sợi Phú Hưng,413.544,-,413.544,-,(2.554.323),,413544.0,,413544.0,,-2554323.0
2,2 > 2,2,Nhà máy Sản xuất vải Yarn Dyed,584.228.081,580.483.988,3.744.093,-,(5.820.269),,584228081.0,580483988.0,3744093.0,,-5820269.0
2,2 > 2,2,Nhà máy Sợi Vinatex Phú Cường,360.555.462.869,360.159.527.727,395.935.142,-,(37.798.645.453),,360555462869.0,360159527727.0,395935142.0,,-37798645453.0
2,2 > 2,2,Nhà máy Sợi Vinatex Nam Định,260.115.267.920,260.114.659.857,608.063,-,(30.436.725.260),,260115267920.0,260114659857.0,608063.0,,-30436725260.0
2,2 > 2,2,Trung tâm Thời trang Vinatex,39.295.601.914,37.941.935.580,1.331.861.432,21.804.902,10.376.059.943,,39295601914.0,37941935580.0,1331861432.0,21804902.0,10376059943.0
2,2 > 2,2,Nhà máy May Kiên Giang,393.857.243,305.196.860,88.660.383,-,(50.673.284),,393857243.0,305196860.0,88660383.0,,-50673284.0
2,2 > 2,2,Nhà máy May Quế Sơn,12.110.446.466,12.110.400.640,45.826,-,(3.258.968.484),,12110446466.0,12110400640.0,45826.0,,-3258968484.0
3,2 > 3,3,Tổng cộng,1.397.392.739.536,896.121.948.607,500.588.163.122,682.627.807,293.800.611.629,,1397392739536.0,896121948607.0,500588163122.0,682627807.0,293800611629.0
