row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2019VND,2018VND,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH Một thành viên Đệt 8-3,Công ty TNHH Một thành viên Đệt 8-3,Công ty TNHH Một thành viên Đệt 8-3,Công ty TNHH Một thành viên Đệt 8-3,Công ty TNHH Một thành viên Đệt 8-3,,
Bù trừ công nợ khoản phải thu về cho vay ngắn hạn với khoản phải trả khác,Công ty TNHH Một thành viên Đệt 8-3 > Bù trừ công nợ khoản phải thu về cho vay ngắn hạn với khoản phải trả khác,Bù trừ công nợ khoản phải thu về cho vay ngắn hạn với khoản phải trả khác,12.442.777.160,-,12442777160.0,
Hoàn trả khoản vay,Công ty TNHH Một thành viên Đệt 8-3 > Hoàn trả khoản vay,Hoàn trả khoản vay,-,6.600.000.000,,6600000000.0
Nhận điều chuyển tài sản,Công ty TNHH Một thành viên Đệt 8-3 > Nhận điều chuyển tài sản,Nhận điều chuyển tài sản,11.311.615.600,-,11311615600.0,
Cung cấp dịch vụ,Công ty TNHH Một thành viên Đệt 8-3 > Cung cấp dịch vụ,Cung cấp dịch vụ,-,6.300.000,,6300000.0
Thu nhập lãi vay,Công ty TNHH Một thành viên Đệt 8-3 > Thu nhập lãi vay,Thu nhập lãi vay,821.388.898,919.022.195,821388898.0,919022195.0
Lãi và phí cho khoản cho vay lại nguồn vốn vay Ngân hàng Phát triển Châu Á,Công ty TNHH Một thành viên Đệt 8-3 > Lãi và phí cho khoản cho vay lại nguồn vốn vay Ngân hàng Phát triển Châu Á,Lãi và phí cho khoản cho vay lại nguồn vốn vay Ngân hàng Phát triển Châu Á,3.215.399.221,2.820.406.586,3215399221.0,2820406586.0
Hoàn trả lãi và phí vay,Công ty TNHH Một thành viên Đệt 8-3 > Hoàn trả lãi và phí vay,Hoàn trả lãi và phí vay,3.278.164.666,2.745.052.761,3278164666.0,2745052761.0
Công ty Cổ phần Vinatex Phú Hưng,Công ty Cổ phần Vinatex Phú Hưng,Công ty Cổ phần Vinatex Phú Hưng,Công ty Cổ phần Vinatex Phú Hưng,Công ty Cổ phần Vinatex Phú Hưng,,
Bán hàng hóa,Công ty Cổ phần Vinatex Phú Hưng > Bán hàng hóa,Bán hàng hóa,-,83.704.424.793,,83704424793.0
Doanh thu cho thuê tài sản và cung cấp dịch vụ,Công ty Cổ phần Vinatex Phú Hưng > Doanh thu cho thuê tài sản và cung cấp dịch vụ,Doanh thu cho thuê tài sản và cung cấp dịch vụ,27.852.309.514,25.992.449.500,27852309514.0,25992449500.0
Mua hàng hóa,Công ty Cổ phần Vinatex Phú Hưng > Mua hàng hóa,Mua hàng hóa,-,1.948.268.257,,1948268257.0
Góp vốn,Công ty Cổ phần Vinatex Phú Hưng > Góp vốn,Góp vốn,20.800.000.000,13.000.000.000,20800000000.0,13000000000.0
Cổ tức,Công ty Cổ phần Vinatex Phú Hưng > Cổ tức,Cổ tức,-,650.000.000,,650000000.0
Tổng Công ty Cổ phần Đệt May Hòa Thọ,Tổng Công ty Cổ phần Đệt May Hòa Thọ,Tổng Công ty Cổ phần Đệt May Hòa Thọ,Tổng Công ty Cổ phần Đệt May Hòa Thọ,Tổng Công ty Cổ phần Đệt May Hòa Thọ,,
Cổ tức,Tổng Công ty Cổ phần Đệt May Hòa Thọ > Cổ tức,Cổ tức,36.539.052.500,36.539.052.500,36539052500.0,36539052500.0
