row_label_raw,row_label_full,col_0,Tỷ lệ % sở hữu,Tỷ lệ % quyền biểu quyết,31/12/2019 > Giá gốc VND,31/12/2019 > Dự phòng VND,31/12/2019 > Giá trị hợp lý VND,31/12/2019 > Tỷ lệ % sở hữu,31/12/2019 > Tỷ lệ % quyền biểu quyết,31/12/2019 > Giá gốc VND_1,1/1/2019 > Dự phòng VND,1/1/2019 > Giá trị hợp lý VND,numeric__Tỷ lệ % sở hữu,numeric__Tỷ lệ % quyền biểu quyết,numeric__31/12/2019 > Giá gốc VND,numeric__31/12/2019 > Dự phòng VND,numeric__31/12/2019 > Giá trị hợp lý VND,numeric__31/12/2019 > Tỷ lệ % sở hữu,numeric__31/12/2019 > Tỷ lệ % quyền biểu quyết,numeric__31/12/2019 > Giá gốc VND_1,numeric__1/1/2019 > Dự phòng VND,numeric__1/1/2019 > Giá trị hợp lý VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,,,,,,,,,,,,,
• Tổng Công ty May Nhà Bè – CTCP,Công ty liên kết > • Tổng Công ty May Nhà Bè – CTCP,• Tổng Công ty May Nhà Bè – CTCP,"27,69%","27,69%",64.157.524.344,-,(*),"27,69%","27,69%",64.157.524.344,-,(*),0.27690000000000003,0.27690000000000003,64157524344.0,,,0.27690000000000003,0.27690000000000003,64157524344.0,,
• Công ty Cổ phần Đầu tư Vinatex Tân Tạo,Công ty liên kết > • Công ty Cổ phần Đầu tư Vinatex Tân Tạo,• Công ty Cổ phần Đầu tư Vinatex Tân Tạo,"21,21%","21,21%",33.294.660.248,-,(*),"27,00%","27,00%",33.294.660.248,-,(*),0.2121,0.2121,33294660248.0,,,0.27,0.27,33294660248.0,,
• Tổng Công ty Đức Giang – CTCP,Công ty liên kết > • Tổng Công ty Đức Giang – CTCP,• Tổng Công ty Đức Giang – CTCP,"35,21%","35,21%",48.705.288.796,-,(*),"35,21%","35,21%",48.705.288.796,-,(*),0.3521,0.3521,48705288796.0,,,0.3521,0.3521,48705288796.0,,
• Tổng Công ty May Hưng Yên – CTCP,Công ty liên kết > • Tổng Công ty May Hưng Yên – CTCP,• Tổng Công ty May Hưng Yên – CTCP,"35,01%","35,01%",47.350.233.063,-,(*),"35,01%","35,01%",47.350.233.063,-,(*),0.35009999999999997,0.35009999999999997,47350233063.0,,,0.35009999999999997,0.35009999999999997,47350233063.0,,
• Tổng Công ty May 10 – CTCP,Công ty liên kết > • Tổng Công ty May 10 – CTCP,• Tổng Công ty May 10 – CTCP,"33,82%","33,82%",96.422.578.752,-,(*),"33,82%","33,82%",96.422.578.752,-,(*),0.3382,0.3382,96422578752.0,,,0.3382,0.3382,96422578752.0,,
• Tổng Công ty Cổ phần May Việt Tiến,Công ty liên kết > • Tổng Công ty Cổ phần May Việt Tiến,• Tổng Công ty Cổ phần May Việt Tiến,"30,40%","30,40%",282.635.440.119,-,(*),"30,40%","30,40%",282.635.440.119,-,(*),0.304,0.304,282635440119.0,,,0.304,0.304,282635440119.0,,
• Tổng Công ty Việt Thắng – CTCP,Công ty liên kết > • Tổng Công ty Việt Thắng – CTCP,• Tổng Công ty Việt Thắng – CTCP,"46,93%","46,93%",196.304.445.135,-,(*),"46,93%","46,93%",196.304.445.135,-,(*),0.4693,0.4693,196304445135.0,,,0.4693,0.4693,196304445135.0,,
• Các khoản đầu tư tại các công ty liên kết khác,Công ty liên kết > • Các khoản đầu tư tại các công ty liên kết khác,• Các khoản đầu tư tại các công ty liên kết khác,,,318.067.975.370,(103.866.759),(*),,,276.937.896.185,-,(*),,,318067975370.0,-103866759.0,,,,276937896185.0,,
,,,,,1.086.938.145.827,(103.866.759),,,,1.045.808.066.642,-,,,,1086938145827.0,-103866759.0,,,,1045808066642.0,,
Đơn vị khác,Đơn vị khác,Đơn vị khác,,,,,,,,,,,,,,,,,,,,
• Công ty Cổ phần TCE VINA DENIM,Đơn vị khác > • Công ty Cổ phần TCE VINA DENIM,• Công ty Cổ phần TCE VINA DENIM,"2,8%","2,8%",19.583.559.975,(11.508.400.536),(*),"2,9%","2,9%",19.583.559.975,-,(*),0.027999999999999997,0.027999999999999997,19583559975.0,-11508400536.0,,0.028999999999999998,0.028999999999999998,19583559975.0,,
• Công ty Cổ phần Đầu tư và Phát triển Bình Thắng,Đơn vị khác > • Công ty Cổ phần Đầu tư và Phát triển Bình Thắng,• Công ty Cổ phần Đầu tư và Phát triển Bình Thắng,"18,02%","18,02%",6.305.925.360,-,(*),"18,02%","18,02%",6.305.925.360,-,(*),0.1802,0.1802,6305925360.0,,,0.1802,0.1802,6305925360.0,,
• Các khoản đầu tư khác,Đơn vị khác > • Các khoản đầu tư khác,• Các khoản đầu tư khác,,,29.410.838.074,(807.577.002),(*),,,25.536.838.074,-,(*),,,29410838074.0,-807577002.0,,,,25536838074.0,,
,,,,,55.300.323.409,(12.315.977.538),,,,51.426.323.409,-,,,,55300323409.0,-12315977538.0,,,,51426323409.0,,
,,,,,3.272.499.322.791,(190.784.014.409),,,,3.300.834.423.950,(187.630.240.435),,,,3272499322791.0,-190784014409.0,,,,3300834423950.0,-187630240435.0,
