row_label_raw,row_label_full,Bà Cao Thị Ngọc Dung,Chủ tịch,numeric__Chủ tịch
Ống Nguyễn Vũ Phan,Ống Nguyễn Vũ Phan,Ống Nguyễn Vũ Phan,Phó Chủ tịch,
Bà Nguyễn Thị Cúc,Bà Nguyễn Thị Cúc,Bà Nguyễn Thị Cúc,Thành viên,
Ống Nguyễn Tuấn Quỳnh,Ống Nguyễn Tuấn Quỳnh,Ống Nguyễn Tuấn Quỳnh,Thành viên,
Bà Nguyễn Thị Bích Hà,Bà Nguyễn Thị Bích Hà,Bà Nguyễn Thị Bích Hà,Thành viên,
Bà Phạm Vũ Thanh Giang,Bà Phạm Vũ Thanh Giang,Bà Phạm Vũ Thanh Giang,Thành viên,
Ống Andy Ho,Ống Andy Ho,Ống Andy Ho,Thành viên,
Ống Phạm Quốc Công,Ống Phạm Quốc Công,Ống Phạm Quốc Công,Thành viên (bổ nhiệm ngày 15 tháng 4 năm 2015),
